"","CSIScontractID","Action.Obligation","LastCurrentCompletionDate","MinOfSignedDate","MaxOfSignedDate","MinOfEffectiveDate","IsClosed","MaxClosedDate","ObligatedAfterMaxClosedDate","ObligatedThroughMaxClosedDate","isDefaultOrCause","ObligatedBeforeMaxTerminatedDate","ObligatedOnMaxTerminatedDate","ObligatedAfterMaxTerminatedDate","MaxTerminatedDate","StartFY","Term","ThroughTerm","PostTermFloor0","PreTermFloor1","TermPct","NoPreTermObl","TermPctCat","TermPartial","TermPctCat3","FirstDayTerm","PreTermLength","PostTermSignedLength","PostTermCurrentLength","Include2015"
"393",7621208,0,NA,2007-08-30,2016-11-02,2007-08-30,1,2016-11-02,0,0,"0",0,0,0,2016-11-02,2007,"Terminated",116000,0,116000,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3352,0,NA,"No"
"394",7622438,0,NA,2010-05-18,2017-01-20,2010-06-01,1,2013-06-17,0,0,"0",0,0,0,2013-06-17,2010,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",1126,1313,NA,"No"
"395",7623470,0,NA,2009-07-08,2017-07-13,2009-07-15,1,2017-07-13,0,0,"0",0,0,0,2017-07-13,2009,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2927,0,NA,"No"
"396",7621238,0,NA,2008-10-22,2017-08-29,2008-09-01,1,2017-08-29,0,0,"0",0,0,0,2017-08-29,2009,"Terminated",10831,0,10831,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3233,0,NA,"No"
"397",7644063,32679021.5411,2017-08-31,2007-09-01,2017-12-11,2007-09-01,1,2017-12-11,0,32679021.5411,"0",11934337,3146260,17598424.5411,2011-08-31,2007,"Terminated",11945498.7202,17598424.5411,11945498.7202,0.595669856892447,"Some Net $s Pre-Term.","[50%+]","Partial Termination",NA,"No",1460,2294,2192,"No"
"398",7623472,0,NA,2009-07-08,2017-09-28,2009-07-15,1,2017-09-28,0,0,"0",0,0,0,2017-09-28,2009,"Terminated",7218.5,0,7218.5,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3004,0,NA,"No"
"399",7624409,0,NA,2008-03-18,2017-08-10,2008-04-15,1,2017-08-10,0,0,"0",0,0,0,2017-08-10,2008,"Terminated",7433.8999,0,7433.8999,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3432,0,NA,"No"
"400",8327139,145638,2022-09-30,2009-09-15,2017-11-09,2009-08-14,1,2014-09-23,0,145638,"0",68895,-23620.43,100363.43,2013-05-28,2009,"Terminated",68895,100363.43,68895,0.592959712553165,"Some Net $s Pre-Term.","[50%+]","Partial Termination",NA,"No",1351,1626,3412,"No"
"401",8336911,2822108,2017-10-31,2009-07-31,2017-09-29,2009-07-31,NA,NA,NA,NA,"1",2822108,0,0,2017-09-29,2009,"Terminated",2954577.6484,0,2954577.6484,0,"Some Net $s Pre-Term.","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2982,0,32,"No"
"402",7954385,296030664.3765,2018-12-31,2010-02-18,2018-07-06,2010-02-18,NA,NA,NA,NA,"0",296339078.3492,-356459.8438,48045.8711,2016-05-18,2010,"Terminated",297090622.3492,48045.8711,297090622.3492,0.00016169511490298,"Some Net $s Pre-Term.","(0%,25%)","Complete Termination",NA,"No",2281,779,957,"No"
"403",8215611,263298516.7093,2019-07-31,2009-03-26,2018-09-29,2009-03-25,NA,NA,NA,NA,"0",59127044.4162,0,204171472.2931,2012-01-25,2009,"Terminated",59127250.1162,204171472.2931,59127250.1162,0.775436623561408,"Some Net $s Pre-Term.","[50%+]","Partial Termination",NA,"No",1035,2439,2744,"No"
"404",7972434,102837927.5974,2018-04-01,2009-05-08,2018-09-25,2009-05-08,1,2015-09-10,-1927364.0626,104765291.66,"0",23272654,155264,79410009.5974,2010-01-25,2009,"Terminated",23272654,79410009.5974,23272654,0.773353619932885,"Some Net $s Pre-Term.","[50%+]","Partial Termination",NA,"No",262,3165,2988,"No"
"405",8265816,12976764,2017-06-18,2010-09-21,2017-02-02,2010-09-21,NA,NA,NA,NA,"1",10666789,0,2309975,2012-09-28,2010,"Terminated",10666789,2309975,10666789,0.178008554366867,"Some Net $s Pre-Term.","(0%,25%)","Complete Termination",NA,"No",738,1588,1724,"No"
"406",7988653,7191604.3502,2017-05-30,2010-06-09,2017-05-23,2010-06-09,NA,NA,NA,NA,"0",8784525,-390001.6498,-1202919,2015-08-27,2010,"Terminated",8791844.7,0,8791844.7,0,"Some Net $s Pre-Term.","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",1905,635,642,"No"
"407",8018949,0,NA,2008-02-20,2017-04-11,2008-02-01,NA,NA,NA,NA,"0",0,0,0,2009-08-06,2008,"Terminated",131588,0,131588,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",533,2805,NA,"No"
"408",7622453,0,NA,2010-06-14,2017-04-15,2010-06-15,NA,NA,NA,NA,"0",0,0,0,2017-04-15,2010,"Terminated",190398,0,190398,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2497,0,NA,"No"
"409",8051530,3883308.7804,2017-10-31,2009-11-30,2017-10-17,2009-12-01,NA,NA,NA,NA,"0",3887920.0104,89120.77,-93732,2014-05-29,2010,"Terminated",3899120.0104,0,3899120.0104,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",1641,1237,1251,"No"
"410",7972519,655531158.2012,2017-09-30,2009-07-16,2018-07-25,2009-07-16,1,2009-12-09,546038046.2012,109493112,"0",99491232,10001880,546038046.2012,2009-12-09,2009,"Terminated",99495271.83,546038046.2012,99495271.83,0.845871205945731,"Some Net $s Pre-Term.","[50%+]","Partial Termination",NA,"No",146,3150,2852,"No"
"411",8122351,48914,2017-01-10,2010-06-03,2017-01-30,2010-06-03,1,2017-01-30,0,48914,"0",26110,9276,13528,2012-03-28,2010,"Terminated",26110,13528,26110,0.341288662394672,"Some Net $s Pre-Term.","[25%,50%)","Partial Termination",NA,"No",664,1769,1749,"No"
"412",8013122,89421.459,2016-10-31,2010-05-24,2018-05-30,2010-05-24,1,2017-10-13,-36874.2305,126295.6895,"0",30941.1406,-7509.3799,65989.6983,2011-06-17,2010,"Terminated",131331.1406,65989.6983,131331.1406,0.334428429697904,"Some Net $s Pre-Term.","[25%,50%)","Partial Termination",NA,"No",389,2539,1963,"No"
"413",8207291,183781985.8706,2018-08-24,2009-05-04,2018-06-01,2009-05-04,NA,NA,NA,NA,"0",67870516.02,-3451534,119363003.8506,2012-08-09,2009,"Terminated",67870516.02,119363003.8506,67870516.02,0.637508732053393,"Some Net $s Pre-Term.","[50%+]","Partial Termination",NA,"No",1193,2122,2206,"No"
"414",8671271,49656978.2795,2017-09-27,2007-09-27,2017-09-27,2007-09-27,1,2016-09-20,0,49656978.2795,"0",50067274.6389,-162000,-248296.3594,2013-03-26,2007,"Terminated",50104934.6389,0,50104934.6389,0,"Some Net $s Pre-Term.","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2007,1646,1646,"No"
"415",8675115,456137.0268,2017-07-12,2009-09-26,2017-07-12,2009-10-01,NA,NA,NA,NA,"0",564009.8268,-104867.82,-3004.98,2013-01-29,2009,"Terminated",630357.6784,0,630357.6784,0,"Some Net $s Pre-Term.","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",1221,1625,1625,"No"
"416",8327428,13757219.1602,2022-09-30,2010-06-21,2017-11-07,2010-06-21,NA,NA,NA,NA,"1",13757219.1602,0,0,2012-12-11,2010,"Terminated",13777916.96,0,13777916.96,0,"Some Net $s Pre-Term.","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",904,1792,3580,"No"
"417",7987991,99446593.2928,2017-12-31,2009-07-31,2018-09-21,2009-07-31,1,2009-11-09,93104490.7928,6342102.5,"0",4542102.5,1800000,93104490.7928,2009-11-09,2009,"Terminated",4542102.5,93104490.7928,4542102.5,0.953484270706914,"Some Net $s Pre-Term.","[50%+]","Partial Termination",NA,"No",101,3238,2974,"No"
"418",8024102,0,NA,2009-01-26,2017-05-03,2009-01-27,NA,NA,NA,NA,"0",0,0,0,2017-05-03,2009,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3019,0,NA,"No"
"419",9304610,73870543.8033,2025-08-29,2008-02-11,2018-09-23,2008-02-01,NA,NA,NA,NA,"0",46869017.7564,3200000,23801526.0469,2014-08-01,2008,"Terminated",46869017.7564,23801526.0469,46869017.7564,0.336795569497069,"Some Net $s Pre-Term.","[25%,50%)","Partial Termination",NA,"No",2363,1514,4046,"No"
"420",8097768,840613593.2407,2017-06-30,2007-08-30,2017-07-31,2007-09-19,NA,NA,NA,NA,"0",588056679.125,-2618398.25,255175312.3657,2012-08-28,2007,"Terminated",588056679.125,255175312.3657,588056679.125,0.302615786569709,"Some Net $s Pre-Term.","[25%,50%)","Partial Termination",NA,"No",1825,1798,1767,"No"
"421",8676300,513626.1657,2016-10-31,2010-09-28,2018-08-06,2010-10-01,NA,NA,NA,NA,"0",601125.947,-87499.7813,0,2018-08-06,2010,"Terminated",601125.947,0,601125.947,0,"Some Net $s Pre-Term.","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2869,0,-644,"No"
"422",10069129,92499,2018-07-31,2010-08-16,2018-07-17,2010-08-16,NA,NA,NA,NA,"0",92499,0,0,2018-07-17,2010,"Terminated",92499,0,92499,0,"Some Net $s Pre-Term.","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2892,0,14,"No"
"423",10069138,1420102.075,2020-04-27,2009-02-05,2018-08-09,2009-02-05,NA,NA,NA,NA,"0",1420102.075,0,0,2018-08-09,2009,"Terminated",1420102.075,0,1420102.075,0,"Some Net $s Pre-Term.","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3472,0,627,"No"
"424",10086834,223893.7031,2019-05-31,2010-06-18,2018-04-13,2010-06-18,NA,NA,NA,NA,"0",223893.7031,0,0,2018-04-13,2010,"Terminated",223893.7031,0,223893.7031,0,"Some Net $s Pre-Term.","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2856,0,413,"No"
"425",10069108,454193.5078,2018-08-15,2010-08-04,2018-08-03,2010-08-04,NA,NA,NA,NA,"0",476460.1875,-22266.6797,0,2018-05-01,2010,"Terminated",476460.1875,0,476460.1875,0,"Some Net $s Pre-Term.","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2827,94,106,"No"
"426",10069226,229283.9998,2017-10-16,2009-09-16,2018-03-15,2009-09-16,NA,NA,NA,NA,"0",359425.95,-123103.25,-7038.7002,2014-09-04,2009,"Terminated",359425.95,0,359425.95,0,"Some Net $s Pre-Term.","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",1814,1288,1138,"No"
"427",10086833,753142.5,2019-05-31,2010-03-22,2018-04-13,2010-03-22,NA,NA,NA,NA,"0",753142.5,0,0,2018-04-13,2010,"Terminated",753142.5,0,753142.5,0,"Some Net $s Pre-Term.","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2944,0,413,"No"
"428",9472020,2734730.28,2027-06-30,2007-07-25,2018-09-19,2007-07-25,NA,NA,NA,NA,"0",2734730.28,0,0,2018-09-19,2007,"Terminated",2734730.28,0,2734730.28,0,"Some Net $s Pre-Term.","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",4074,0,3206,"No"
"429",10086673,1500233.2891,2017-10-31,2006-11-02,2017-09-29,2006-11-02,NA,NA,NA,NA,"0",1460570,0,39663.2891,2009-05-14,2007,"Terminated",1460570,39663.2891,1460570,0.0264380809225972,"Some Net $s Pre-Term.","(0%,25%)","Complete Termination",NA,"No",924,3060,3092,"No"
"430",10069095,88972.56,2018-10-31,2010-06-15,2018-09-19,2010-06-15,NA,NA,NA,NA,"0",119822.56,-500,-30350,2014-11-17,2010,"Terminated",119822.56,0,119822.56,0,"Some Net $s Pre-Term.","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",1616,1402,1444,"No"
"431",10069235,682600,2016-12-14,2009-12-21,2016-12-14,2009-12-21,NA,NA,NA,NA,"0",682600,0,0,2016-12-14,2010,"Terminated",682600,0,682600,0,"Some Net $s Pre-Term.","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2550,0,0,"No"
"432",10083224,1662135,2019-05-31,2010-09-15,2018-04-18,2010-09-15,NA,NA,NA,NA,"0",1662135,0,0,2018-04-18,2010,"Terminated",1662135,0,1662135,0,"Some Net $s Pre-Term.","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2772,0,408,"No"
"433",10086139,786450,2017-08-04,2010-09-27,2017-08-04,2010-09-27,NA,NA,NA,NA,"0",786450,0,0,2017-08-04,2010,"Terminated",786450,0,786450,0,"Some Net $s Pre-Term.","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2503,0,0,"No"
"434",10069233,110437.5425,2018-07-31,2009-12-02,2018-07-17,2009-12-02,NA,NA,NA,NA,"0",110437.5425,0,0,2018-07-17,2010,"Terminated",110437.5425,0,110437.5425,0,"Some Net $s Pre-Term.","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3149,0,14,"No"
"435",10083218,609634,2019-05-31,2009-04-14,2018-04-18,2009-04-14,NA,NA,NA,NA,"0",609634,0,0,2018-04-18,2009,"Terminated",609634,0,609634,0,"Some Net $s Pre-Term.","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3291,0,408,"No"
"436",9843770,4289603.5388,2017-12-31,2009-06-29,2017-04-18,2009-06-29,NA,NA,NA,NA,"0",4289603.5388,0,0,2017-04-18,2009,"Terminated",4311067.3386,0,4311067.3386,0,"Some Net $s Pre-Term.","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",2850,0,257,"No"
"437",12050686,0,NA,2008-11-03,2017-02-06,2009-01-01,NA,NA,NA,NA,"0",0,0,0,2012-03-05,2009,"Terminated",21350.75,0,21350.75,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",1218,1799,NA,"No"
"438",13980184,2008720.4636,2017-12-31,2008-12-08,2018-05-03,2008-12-08,1,2018-05-03,0,2008720.4636,"0",1402881.0713,-87783.0781,693622.4704,2012-03-05,2009,"Terminated",1402881.0713,693622.4704,1402881.0713,0.330847268608743,"Some Net $s Pre-Term.","[25%,50%)","Partial Termination",NA,"No",1183,2250,2127,"No"
"439",14454902,0,NA,2007-10-01,2017-05-31,2007-10-01,1,2017-05-31,0,0,"0",0,0,0,2010-02-24,2008,"Terminated",0,0,1,0,"0 Pre-Term","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",877,2653,NA,"No"
"440",18187410,202015.6562,2016-11-25,2007-03-08,2016-11-15,2007-03-08,1,2016-11-15,0,202015.6562,"0",74182.2187,127833.4375,0,2016-11-15,2007,"Terminated",74182.2187,0,74182.2187,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3540,0,10,"No"
"441",18187427,190828,2018-05-03,2007-03-08,2018-04-03,2007-03-08,1,2018-04-03,0,190828,"0",18850,171978,0,2018-04-03,2007,"Terminated",18850,0,18850,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",4044,0,30,"No"
"442",18187476,144735.69,2016-12-29,2007-03-14,2016-11-29,2007-03-14,1,2016-11-29,0,144735.69,"0",84073.69,60662,0,2016-11-29,2007,"Terminated",89470.69,0,89470.69,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3548,0,30,"No"
"443",18187517,74867.2998,2018-04-01,2007-03-21,2018-03-01,2007-03-21,1,2018-03-01,0,74867.2998,"0",45015.0791,29852.2207,0,2018-03-01,2007,"Terminated",66456.7891,0,66456.7891,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3998,0,31,"No"
"444",18187535,114817.5,2017-08-17,2007-03-27,2017-07-18,2007-03-27,1,2017-07-18,0,114817.5,"0",61897.5,52920,0,2017-07-18,2007,"Terminated",61897.5,0,61897.5,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3766,0,30,"No"
"445",18187688,169110.0625,2017-04-20,2007-06-13,2017-03-21,2007-06-13,1,2017-03-21,0,169110.0625,"0",98409.0703,70700.9922,0,2017-03-21,2007,"Terminated",101439.0703,0,101439.0703,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3569,0,30,"No"
"446",18187694,152076,2017-01-18,2007-06-18,2016-12-19,2007-06-18,1,2016-12-19,0,152076,"0",84042,68034,0,2016-12-19,2007,"Terminated",170642.4297,0,170642.4297,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3472,0,30,"No"
"447",18187721,154080.0996,2017-02-25,2007-07-16,2017-01-26,2007-07-16,1,2017-01-26,0,154080.0996,"0",87792.0996,66288,0,2017-01-26,2007,"Terminated",94638.0996,0,94638.0996,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3482,0,30,"No"
"448",18187723,159962.9199,2017-04-02,2007-06-22,2017-03-03,2007-06-22,1,2017-03-03,0,159962.9199,"0",91878.8496,68084.0703,0,2017-03-03,2007,"Terminated",91878.8496,0,91878.8496,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3542,0,30,"No"
"449",18187765,128062.4707,2018-02-02,2007-06-29,2018-01-03,2007-06-29,1,2018-01-03,0,128062.4707,"0",108964.3809,19098.0898,0,2018-01-03,2007,"Terminated",108964.3809,0,108964.3809,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3841,0,30,"No"
"450",18187789,137668,2018-04-27,2007-07-30,2018-03-28,2007-07-30,1,2018-03-28,0,137668,"0",60188,77480,0,2018-03-28,2007,"Terminated",60188,0,60188,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3894,0,30,"No"
"451",18187810,509618.2696,2016-12-04,2007-07-16,2016-11-04,2007-07-16,1,2016-11-04,0,509618.2696,"0",283985.6758,225632.5938,0,2016-11-04,2007,"Terminated",283985.6758,0,283985.6758,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3399,0,30,"No"
"452",18187837,46781,2017-05-25,2007-07-24,2017-04-25,2007-07-24,1,2017-04-25,0,46781,"0",26207,20574,0,2017-04-25,2007,"Terminated",26207,0,26207,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3563,0,30,"No"
"453",18187839,179265,2017-04-02,2007-07-25,2017-03-03,2007-07-25,1,2017-03-03,0,179265,"0",96797,82468,0,2017-03-03,2007,"Terminated",104789,0,104789,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3509,0,30,"No"
"454",18187852,98000,2018-07-29,2007-07-27,2018-06-29,2007-07-27,1,2018-06-29,0,98000,"0",47000,51000,0,2018-06-29,2007,"Terminated",61407.75,0,61407.75,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3990,0,30,"No"
"455",18187857,165534,2017-06-23,2007-07-27,2017-05-23,2007-07-27,1,2017-05-23,0,165534,"0",88638,76896,0,2017-05-23,2007,"Terminated",154423.8984,0,154423.8984,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3588,0,31,"No"
"456",18187862,184546,2018-04-11,2007-08-01,2018-03-11,2007-08-01,1,2018-03-11,0,184546,"0",161154,23392,0,2018-03-11,2007,"Terminated",182114.2002,0,182114.2002,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3875,0,31,"No"
"457",18187959,161117.5,2017-04-12,2007-11-06,2017-03-13,2007-11-06,1,2017-03-13,0,161117.5,"0",84532.5,76585,0,2017-03-13,2008,"Terminated",84532.5,0,84532.5,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3415,0,30,"No"
"458",18188033,154531.0009,2017-04-01,2008-01-09,2017-03-02,2008-01-09,1,2017-03-02,0,154531.0009,"0",36401.0009,118130,0,2017-03-02,2008,"Terminated",41012.2509,0,41012.2509,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3340,0,30,"No"
"459",18188197,169203.0509,2017-02-11,2008-04-30,2017-01-12,2008-04-30,1,2017-01-12,0,169203.0509,"0",84710.3712,84492.6797,0,2017-01-12,2008,"Terminated",84710.3712,0,84710.3712,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3179,0,30,"No"
"460",18188255,170018.1583,2017-04-30,2008-05-19,2017-03-31,2008-05-19,1,2017-03-31,0,170018.1583,"0",87792.6817,82225.4766,0,2017-03-31,2008,"Terminated",87792.6817,0,87792.6817,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3238,0,30,"No"
"461",18188275,115613.5,2017-12-14,2008-06-02,2017-11-14,2008-06-02,1,2017-11-14,0,115613.5,"0",21558.5,94055,0,2017-11-14,2008,"Terminated",21558.5,0,21558.5,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3452,0,30,"No"
"462",18188306,735370.4844,2018-05-06,2008-06-18,2018-04-06,2008-06-18,1,2018-04-06,0,735370.4844,"0",376183.4844,359187,0,2018-04-06,2008,"Terminated",376183.4844,0,376183.4844,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3579,0,30,"No"
"463",18188336,152354.8281,2018-07-14,2008-06-26,2018-06-14,2008-06-26,1,2018-06-14,0,152354.8281,"0",20400,131954.8281,0,2018-06-14,2008,"Terminated",30409.4404,0,30409.4404,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3640,0,30,"No"
"464",18188337,137400,2018-08-10,2008-06-23,2018-07-18,2008-06-23,1,2018-07-18,0,137400,"0",58395,79005,0,2018-07-18,2008,"Terminated",101217,0,101217,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3677,0,23,"No"
"465",18188393,31178,2017-11-19,2008-07-21,2017-10-19,2008-07-21,1,2017-10-19,0,31178,"0",15962,15216,0,2017-10-19,2008,"Terminated",17909.9,0,17909.9,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3377,0,31,"No"
"466",18188412,97949.3527,2017-08-12,2008-07-31,2017-07-13,2008-07-31,1,2017-07-13,0,97949.3527,"0",75947.9425,22001.4102,0,2017-07-13,2008,"Terminated",76127.7425,0,76127.7425,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3269,0,30,"No"
"467",18188450,95551.6407,2017-04-30,2008-08-13,2017-03-31,2008-08-13,1,2017-03-31,0,95551.6407,"0",44781.3204,50770.3203,0,2017-03-31,2008,"Terminated",109677.3204,0,109677.3204,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3152,0,30,"No"
"468",18188458,117196.5,2018-07-27,2008-08-14,2018-06-27,2008-08-14,1,2018-06-27,0,117196.5,"0",55681,61515.5,0,2018-06-27,2008,"Terminated",55681,0,55681,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3604,0,30,"No"
"469",18188460,119756,2018-07-15,2008-08-14,2018-06-15,2008-08-14,1,2018-06-15,0,119756,"0",55681,64075,0,2018-06-15,2008,"Terminated",55681,0,55681,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3592,0,30,"No"
"470",18188482,69589,2017-03-18,2008-10-08,2017-02-16,2008-10-08,1,2017-02-16,0,69589,"0",34450,35139,0,2017-02-16,2009,"Terminated",52239.5996,0,52239.5996,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3053,0,30,"No"
"471",18188499,155278.5,2016-12-29,2008-08-29,2016-11-29,2008-08-29,1,2016-11-29,0,155278.5,"0",71197.5,84081,0,2016-11-29,2008,"Terminated",91349.3896,0,91349.3896,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3014,0,30,"No"
"472",18188539,76839.1014,2017-09-07,2008-09-25,2017-08-07,2008-09-25,1,2017-08-07,0,76839.1014,"0",45917.7616,30921.3398,0,2017-08-07,2008,"Terminated",53714.9215,0,53714.9215,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3238,0,31,"No"
"473",18188562,73151,2018-01-12,2008-10-06,2017-12-12,2008-10-06,1,2017-12-12,0,73151,"0",31445,41706,0,2017-12-12,2009,"Terminated",31445,0,31445,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3354,0,31,"No"
"474",18188584,78832.2597,2018-05-17,2008-10-24,2018-04-17,2008-10-24,1,2018-04-17,0,78832.2597,"0",32166.4199,46665.8398,0,2018-04-17,2009,"Terminated",32166.4199,0,32166.4199,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3462,0,30,"No"
"475",18188640,79120,2018-07-27,2008-10-15,2018-06-27,2008-10-15,1,2018-06-27,0,79120,"0",32336,46784,0,2018-06-27,2009,"Terminated",104597,0,104597,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3542,0,30,"No"
"476",18188720,815057.336,2018-07-15,2008-12-31,2018-06-15,2008-12-31,1,2018-06-15,0,815057.336,"0",360617.0547,454440.2813,0,2018-06-15,2009,"Terminated",360617.0547,0,360617.0547,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3453,0,30,"No"
"477",18188747,147636.709,2017-03-25,2008-12-29,2017-02-23,2008-12-29,1,2017-02-23,0,147636.709,"0",67594.9512,80041.7578,0,2017-02-23,2009,"Terminated",67594.9512,0,67594.9512,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2978,0,30,"No"
"478",18188789,114965.5303,2017-03-05,2009-01-20,2017-02-03,2009-01-20,1,2017-02-03,0,114965.5303,"0",51661.0498,63304.4805,0,2017-02-03,2009,"Terminated",74045.4902,0,74045.4902,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2936,0,30,"No"
"479",18188790,73632,2017-03-12,2009-01-20,2017-02-10,2009-01-20,1,2017-02-10,0,73632,"0",33748,39884,0,2017-02-10,2009,"Terminated",33748,0,33748,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2943,0,30,"No"
"480",18188817,138578.0006,2017-03-04,2009-01-26,2017-02-02,2009-01-26,1,2017-02-02,0,138578.0006,"0",100590.86,37987.1406,0,2017-02-02,2009,"Terminated",100590.86,0,100590.86,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2929,0,30,"No"
"481",18188833,93066,2018-04-30,2009-02-04,2018-05-01,2009-02-04,1,2018-05-01,0,93066,"0",37560,55506,0,2018-05-01,2009,"Terminated",79532,0,79532,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3373,0,-1,"No"
