"","CSIScontractID","Action.Obligation","LastCurrentCompletionDate","MinOfSignedDate","MaxOfSignedDate","MinOfEffectiveDate","IsClosed","MaxClosedDate","ObligatedAfterMaxClosedDate","ObligatedThroughMaxClosedDate","isDefaultOrCause","ObligatedBeforeMaxTerminatedDate","ObligatedOnMaxTerminatedDate","ObligatedAfterMaxTerminatedDate","MaxTerminatedDate","StartFY","Term","ThroughTerm","PostTermFloor0","PreTermFloor1","TermPct","NoPreTermObl","TermPctCat","TermPartial","TermPctCat3","FirstDayTerm","PreTermLength","PostTermSignedLength","PostTermCurrentLength","Include2015"
"482",18188859,76732,2016-12-04,2009-02-13,2016-11-04,2009-02-13,1,2016-11-04,0,76732,"0",26224,50508,0,2016-11-04,2009,"Terminated",26224,0,26224,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2821,0,30,"No"
"483",18188992,87006,2017-04-14,2009-03-26,2017-03-14,2009-03-26,1,2017-03-14,0,87006,"0",27856,59150,0,2017-03-14,2009,"Terminated",27856,0,27856,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2910,0,31,"No"
"484",18189012,123442.6728,2017-03-04,2009-04-02,2017-02-04,2009-04-02,1,2017-02-04,0,123442.6728,"0",53535.4697,69907.2031,0,2017-02-04,2009,"Terminated",53535.4697,0,53535.4697,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2865,0,28,"No"
"485",18189030,107174.1116,2017-03-01,2009-04-09,2017-01-28,2009-04-09,1,2017-01-28,0,107174.1116,"0",53672.3499,53501.7617,0,2017-01-28,2009,"Terminated",53672.3499,0,53672.3499,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2851,0,32,"No"
"486",18189054,394847,2018-09-06,2009-04-24,2018-08-07,2009-04-24,1,2018-08-07,0,394847,"0",182591,212256,0,2018-08-07,2009,"Terminated",182591,0,182591,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3392,0,30,"No"
"487",18189144,88021,2017-01-18,2009-05-21,2016-12-19,2009-05-21,1,2016-12-19,0,88021,"0",39560,48461,0,2016-12-19,2009,"Terminated",39560,0,39560,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2769,0,30,"No"
"488",18189260,52444,2018-05-03,2009-06-16,2018-04-03,2009-06-16,1,2018-04-03,0,52444,"0",19822,32622,0,2018-04-03,2009,"Terminated",29155.5601,0,29155.5601,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3213,0,30,"No"
"489",18189363,49304,2017-02-23,2009-07-16,2017-01-24,2009-07-16,1,2017-01-24,0,49304,"0",22260,27044,0,2017-01-24,2009,"Terminated",22260,0,22260,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2749,0,30,"No"
"490",18189398,62436,2018-04-13,2009-07-17,2018-03-13,2009-07-17,1,2018-03-13,0,62436,"0",23166,39270,0,2018-03-13,2009,"Terminated",26235,0,26235,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3161,0,31,"No"
"491",18189427,75322.9812,2018-02-04,2009-07-23,2018-01-04,2009-07-23,1,2018-01-04,0,75322.9812,"0",40780.2898,34542.6914,0,2018-01-04,2009,"Terminated",40780.2898,0,40780.2898,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3087,0,31,"No"
"492",18189589,60257.0791,2016-10-16,2009-10-07,2016-10-13,2009-10-07,1,2016-10-13,0,60257.0791,"0",25478.2002,34778.8789,0,2016-10-13,2010,"Terminated",34407.7202,0,34407.7202,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2563,0,3,"No"
"493",18189614,63976,2016-12-08,2009-10-26,2016-11-08,2009-10-26,1,2016-11-08,0,63976,"0",17921,46055,0,2016-11-08,2010,"Terminated",25155,0,25155,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2570,0,30,"No"
"494",18189711,69078,2017-04-14,2009-12-11,2017-03-15,2009-12-11,1,2017-03-15,0,69078,"0",31487,37591,0,2017-03-15,2010,"Terminated",31487,0,31487,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2651,0,30,"No"
"495",18189767,66785,2018-06-30,2009-12-15,2018-05-30,2009-12-15,1,2018-05-30,0,66785,"0",27450,39335,0,2018-05-30,2010,"Terminated",27450,0,27450,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3088,0,31,"No"
"496",18189773,66785,2018-05-23,2009-12-15,2018-04-23,2009-12-15,1,2018-04-23,0,66785,"0",27450,39335,0,2018-04-23,2010,"Terminated",37434,0,37434,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3051,0,30,"No"
"497",18189831,96273.0703,2018-06-15,2009-12-29,2018-05-15,2009-12-29,1,2018-05-15,0,96273.0703,"0",8860,87413.0703,0,2018-05-15,2010,"Terminated",8860,0,8860,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3059,0,31,"No"
"498",18189894,111346.126,2018-04-07,2010-01-15,2018-03-07,2010-01-15,1,2018-03-07,0,111346.126,"0",20825.9697,90520.1563,0,2018-03-07,2010,"Terminated",20825.9697,0,20825.9697,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2973,0,31,"No"
"499",18189906,35040,2018-04-01,2010-01-20,2018-03-01,2010-01-20,1,2018-03-01,0,35040,"0",14016,21024,0,2018-03-01,2010,"Terminated",14016,0,14016,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2962,0,31,"No"
"500",18189949,483120,2018-07-14,2010-02-04,2018-06-14,2010-02-04,1,2018-06-14,0,483120,"0",151826,331294,0,2018-06-14,2010,"Terminated",151826,0,151826,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3052,0,30,"No"
"501",18189961,947200,2017-02-24,2010-02-05,2017-01-25,2010-02-05,1,2017-01-25,0,947200,"0",354400,592800,0,2017-01-25,2010,"Terminated",393670.2207,0,393670.2207,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2546,0,30,"No"
"502",18190067,72726,2018-02-01,2010-04-01,2018-01-01,2010-04-01,1,2018-01-01,0,72726,"0",23460,49266,0,2018-01-01,2010,"Terminated",29108.1001,0,29108.1001,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2832,0,31,"No"
"503",18190112,63052,2017-04-28,2010-04-02,2017-03-29,2010-04-02,1,2017-03-29,0,63052,"0",23620,39432,0,2017-03-29,2010,"Terminated",25027.55,0,25027.55,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2553,0,30,"No"
"504",18190145,425036,2018-07-05,2010-08-11,2018-06-05,2010-08-11,1,2018-06-05,0,425036,"0",172477,252559,0,2018-06-05,2010,"Terminated",172477,0,172477,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2855,0,30,"No"
"505",18190210,133881.1626,2016-10-30,2010-07-06,2016-10-06,2010-07-06,1,2016-10-06,0,133881.1626,"0",28549.9595,105331.2031,0,2016-10-06,2010,"Terminated",28549.9595,0,28549.9595,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2284,0,24,"No"
"506",18190217,92109,2016-12-04,2010-08-25,2016-11-04,2010-08-25,1,2016-11-04,0,92109,"0",33848,58261,0,2016-11-04,2010,"Terminated",38765.6398,0,38765.6398,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2263,0,30,"No"
"507",18190223,62056,2017-07-01,2010-07-13,2017-06-01,2010-07-13,1,2017-06-01,0,62056,"0",29788,32268,0,2017-06-01,2010,"Terminated",29788,0,29788,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2515,0,30,"No"
"508",18190301,68387.98,2017-02-18,2010-09-16,2017-01-19,2010-09-16,1,2017-01-19,0,68387.98,"0",25904.98,42483,0,2017-01-19,2010,"Terminated",25904.98,0,25904.98,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2317,0,30,"No"
"509",18190315,68387.98,2017-01-14,2010-09-16,2016-12-15,2010-09-16,1,2016-12-15,0,68387.98,"0",25904.98,42483,0,2016-12-15,2010,"Terminated",33888.98,0,33888.98,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2282,0,30,"No"
"510",18190359,53975.76,2017-03-02,2010-09-30,2017-01-31,2010-09-30,1,2017-01-31,0,53975.76,"0",22686.2795,31289.4805,0,2017-01-31,2010,"Terminated",44320.01,0,44320.01,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2315,0,30,"No"
"511",18190392,47320,2018-04-22,2010-09-01,2018-03-22,2010-09-01,1,2018-03-22,0,47320,"0",6760,40560,0,2018-03-22,2010,"Terminated",6760,0,6760,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2759,0,31,"No"
"512",18191732,31138.1396,2018-05-23,2008-02-28,2018-04-23,2008-02-28,1,2018-04-23,0,31138.1396,"0",14987.4599,16150.6797,0,2018-04-23,2008,"Terminated",14987.4599,0,14987.4599,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3707,0,30,"No"
"513",18191798,734049.9507,2017-09-21,2008-06-10,2017-08-22,2008-06-10,1,2017-08-22,0,734049.9507,"0",18168.7007,715881.25,0,2017-08-22,2008,"Terminated",18168.7007,0,18168.7007,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3360,0,30,"No"
"514",18191833,41675.1005,2016-10-09,2008-09-12,2016-12-21,2008-09-12,1,2016-12-21,0,41675.1005,"0",22888.5302,18786.5703,0,2016-12-21,2008,"Terminated",29508.5302,0,29508.5302,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3022,0,-73,"No"
"515",18191916,35679.9306,2017-02-11,2009-04-21,2017-01-11,2009-04-21,1,2017-01-11,0,35679.9306,"0",14648.1201,21031.8105,0,2017-01-11,2009,"Terminated",31900.1201,0,31900.1201,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2822,0,31,"No"
"516",18192328,46964.4101,2017-07-16,2009-06-15,2017-06-16,2009-06-15,1,2017-06-16,0,46964.4101,"0",20134.7402,26829.6699,0,2017-06-16,2009,"Terminated",20134.7402,0,20134.7402,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2923,0,30,"No"
"517",18192458,36917.1396,2017-08-12,2009-08-14,2017-07-13,2009-08-14,1,2017-07-13,0,36917.1396,"0",16701.54,20215.5996,0,2017-07-13,2009,"Terminated",17065.54,0,17065.54,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2890,0,30,"No"
"518",18192519,49356.9493,2018-05-05,2009-11-23,2018-04-05,2009-11-23,1,2018-04-05,0,49356.9493,"0",17742.7501,31614.1992,0,2018-04-05,2010,"Terminated",29754.7501,0,29754.7501,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3055,0,30,"No"
"519",18192590,27302.0899,2016-11-30,2010-02-22,2016-10-30,2010-02-22,1,2016-10-30,0,27302.0899,"0",10960.5801,16341.5098,0,2016-10-30,2010,"Terminated",10960.5801,0,10960.5801,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2442,0,31,"No"
"520",18192693,33810.6306,2018-08-15,2010-07-22,2018-09-11,2010-07-22,1,2018-09-11,0,33810.6306,"0",12617.9997,21192.6309,0,2018-09-11,2010,"Terminated",21357.9997,0,21357.9997,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2973,0,-27,"No"
"521",18192763,1012206.0176,2017-09-07,2010-09-13,2017-08-07,2010-09-10,1,2017-08-07,0,1012206.0176,"0",297058.0801,715147.9375,0,2017-08-07,2010,"Terminated",297058.0801,0,297058.0801,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2520,0,31,"No"
"522",16651031,33815450.26,2019-11-29,2008-07-24,2017-07-20,2008-11-30,NA,NA,NA,NA,"0",35815450.26,-2e+06,0,2017-07-20,2008,"Terminated",35815450.26,0,35815450.26,0,"Some Net $s Pre-Term.","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3283,0,862,"No"
"523",18472952,0,2017-02-22,2009-03-24,2017-02-22,2009-03-24,1,2017-02-22,0,0,"0",120363.0391,-120363.0391,0,2009-04-01,2009,"Terminated",143272.0391,0,143272.0391,0,"Some Net $s Pre-Term.","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",8,2884,2884,"No"
"524",18187397,1682823.3494,2017-03-29,2007-02-20,2017-02-28,2007-02-20,1,2017-02-28,0,1682823.3494,"0",861950.9744,820872.375,0,2017-02-28,2007,"Terminated",861950.9744,0,861950.9744,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3661,0,29,"No"
"525",18187453,107296.59,2017-04-23,2007-04-10,2017-03-24,2007-04-10,1,2017-03-24,0,107296.59,"0",60179.59,47117,0,2017-03-24,2007,"Terminated",60179.59,0,60179.59,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3636,0,30,"No"
"526",18187454,181130,2017-06-29,2007-03-12,2017-05-29,2007-03-12,1,2017-05-29,0,181130,"0",108252,72878,0,2017-05-29,2007,"Terminated",108225.92,0,108225.92,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3731,0,31,"No"
"527",18187491,101073.2588,2017-06-18,2007-03-16,2017-05-18,2007-03-16,1,2017-05-18,0,101073.2588,"0",57936.3799,43136.8789,0,2017-05-18,2007,"Terminated",57936.3799,0,57936.3799,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3716,0,31,"No"
"528",18187525,83854.5088,2017-05-10,2007-03-29,2017-04-10,2007-03-29,1,2017-04-10,0,83854.5088,"0",47035.6299,36818.8789,0,2017-04-10,2007,"Terminated",47035.6299,0,47035.6299,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3665,0,30,"No"
"529",18187616,203248,2016-12-02,2007-05-04,2016-11-02,2007-05-04,1,2016-11-02,0,203248,"0",113198,90050,0,2016-11-02,2007,"Terminated",113198,0,113198,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3470,0,30,"No"
"530",18187636,166930,2017-10-05,2007-05-11,2017-09-05,2007-05-11,1,2017-09-05,0,166930,"0",79912,87018,0,2017-09-05,2007,"Terminated",79912,0,79912,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3770,0,30,"No"
"531",18187751,59808.1193,2017-01-18,2007-06-28,2016-12-19,2007-06-28,1,2016-12-19,0,59808.1193,"0",26099.2404,33708.8789,0,2016-12-19,2007,"Terminated",26099.2404,0,26099.2404,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3462,0,30,"No"
"532",18187754,62875.1809,2017-01-14,2007-06-29,2016-12-15,2007-06-29,1,2016-12-15,0,62875.1809,"0",31189.8606,31685.3203,0,2016-12-15,2007,"Terminated",31189.8606,0,31189.8606,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3457,0,30,"No"
"533",18187773,25780,2018-05-09,2007-07-11,2018-04-09,2007-07-11,1,2018-04-09,0,25780,"0",84042,-58262,0,2018-04-09,2007,"Terminated",84042,0,84042,0,"Some Net $s Pre-Term.","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3925,0,30,"No"
"534",18187840,228140,2018-04-22,2007-07-25,2018-03-22,2007-07-25,1,2018-03-22,0,228140,"0",108716,119424,0,2018-03-22,2007,"Terminated",108716,0,108716,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3893,0,31,"No"
"535",18187849,55399.0208,2018-04-21,2007-07-27,2018-03-21,2007-07-27,1,2018-03-21,0,55399.0208,"0",31564.0013,23835.0195,0,2018-03-21,2007,"Terminated",31498.8013,0,31498.8013,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3890,0,31,"No"
"536",18187863,183170,2018-03-23,2007-08-01,2018-02-23,2007-08-01,1,2018-02-23,0,183170,"0",94090,89080,0,2018-02-23,2007,"Terminated",94063.92,0,94063.92,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3859,0,28,"No"
"537",18187883,148630,2017-02-23,2007-10-17,2017-01-24,2007-10-17,1,2017-01-24,0,148630,"0",79262,69368,0,2017-01-24,2008,"Terminated",79262,0,79262,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3387,0,30,"No"
"538",18187900,177328,2017-04-07,2007-11-30,2017-03-08,2007-11-30,1,2017-03-08,0,177328,"0",90804,86524,0,2017-03-08,2008,"Terminated",90804,0,90804,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3386,0,30,"No"
"539",18187901,83750.0009,2017-05-25,2007-12-12,2017-04-25,2007-12-12,1,2017-04-25,0,83750.0009,"0",31788.54,51961.4609,0,2017-04-25,2008,"Terminated",31788.54,0,31788.54,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3422,0,30,"No"
"540",18187964,101866.9982,2017-03-04,2007-10-30,2017-02-02,2007-10-30,1,2017-02-02,0,101866.9982,"0",58511.7794,43355.2188,0,2017-02-02,2008,"Terminated",58511.7794,0,58511.7794,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3383,0,30,"No"
"541",18187995,88560,2018-03-31,2007-11-26,2018-03-01,2007-11-26,1,2018-03-01,0,88560,"0",41760,46800,0,2018-03-01,2008,"Terminated",41760,0,41760,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3748,0,30,"No"
"542",18187996,79200,2017-02-25,2007-11-21,2017-01-26,2007-11-21,1,2017-01-26,0,79200,"0",41760,37440,0,2017-01-26,2008,"Terminated",41760,0,41760,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3354,0,30,"No"
"543",18188156,75997.9994,2016-11-11,2008-04-09,2016-11-01,2008-04-09,1,2016-11-01,0,75997.9994,"0",167498.14,-91500.1406,0,2016-11-01,2008,"Terminated",198016.14,0,198016.14,0,"Some Net $s Pre-Term.","[0]+No Last Day Spend","Complete Termination","Term Ends Spend","No",3128,0,10,"No"
"544",18188158,73420,2016-11-11,2008-04-07,2016-10-25,2008-04-07,1,2016-10-25,0,73420,"0",38140,35280,0,2016-10-25,2008,"Terminated",54372,0,54372,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3123,0,17,"No"
"545",18188184,159166,2017-02-24,2008-04-29,2017-01-25,2008-04-29,1,2017-01-25,0,159166,"0",79861,79305,0,2017-01-25,2008,"Terminated",79861,0,79861,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3193,0,30,"No"
"546",18188299,60840,2018-07-01,2008-06-12,2018-06-01,2008-06-12,1,2018-06-01,0,60840,"0",26520,34320,0,2018-06-01,2008,"Terminated",56706,0,56706,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3641,0,30,"No"
"547",18188351,90327,2017-12-16,2008-07-02,2017-11-16,2008-07-02,1,2017-11-16,0,90327,"0",57217,33110,0,2017-11-16,2008,"Terminated",57217,0,57217,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3424,0,30,"No"
"548",18188443,121924,2017-05-05,2008-08-14,2017-04-05,2008-08-14,1,2017-04-05,0,121924,"0",58906,63018,0,2017-04-05,2008,"Terminated",58906,0,58906,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3156,0,30,"No"
"549",18188461,132181,2018-07-15,2008-08-14,2018-06-15,2008-08-14,1,2018-06-15,0,132181,"0",55681,76500,0,2018-06-15,2008,"Terminated",55681,0,55681,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3592,0,30,"No"
"550",18188478,71906.0703,2018-02-01,2008-08-29,2018-01-01,2008-08-29,1,2018-01-01,0,71906.0703,"0",30826.2305,41079.8398,0,2018-01-01,2008,"Terminated",30826.2305,0,30826.2305,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3412,0,31,"No"
"551",18188479,69244.5,2017-03-18,2008-10-02,2017-02-16,2008-10-02,1,2017-02-16,0,69244.5,"0",7923.5,61321,0,2017-02-16,2009,"Terminated",7923.5,0,7923.5,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3059,0,30,"No"
"552",18188488,146887,2018-06-02,2008-10-02,2018-05-03,2008-10-02,1,2018-05-03,0,146887,"0",61261,85626,0,2018-05-03,2009,"Terminated",61261,0,61261,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3500,0,30,"No"
"553",18188497,264837.1848,2017-07-20,2008-11-03,2017-06-20,2008-11-03,1,2017-06-20,0,264837.1848,"0",116501.591,148335.5938,0,2017-06-20,2009,"Terminated",116501.591,0,116501.591,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3151,0,30,"No"
"554",18188536,852694.0001,2018-05-19,2008-10-01,2018-04-19,2008-10-01,1,2018-04-19,0,852694.0001,"0",91652.0001,761042,0,2018-04-19,2009,"Terminated",91652.0001,0,91652.0001,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3487,0,30,"No"
"555",18188561,73166,2018-02-11,2008-10-06,2018-01-11,2008-10-06,1,2018-01-11,0,73166,"0",31445,41721,0,2018-01-11,2009,"Terminated",31445,0,31445,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3384,0,31,"No"
"556",18188695,156391,2018-08-02,2008-11-21,2018-07-03,2008-11-21,1,2018-07-03,0,156391,"0",62886,93505,0,2018-07-03,2009,"Terminated",62886,0,62886,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3511,0,30,"No"
"557",18188700,152432,2016-12-16,2008-11-20,2016-11-16,2008-11-20,1,2016-11-16,0,152432,"0",18616,133816,0,2016-11-16,2009,"Terminated",18616,0,18616,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2918,0,30,"No"
"558",18188719,872435.045,2018-08-24,2008-12-22,2018-07-25,2008-12-22,1,2018-07-25,0,872435.045,"0",249397.795,623037.25,0,2018-07-25,2009,"Terminated",250364.0849,0,250364.0849,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3502,0,30,"No"
"559",18188750,1176841.5469,2018-05-06,2008-12-29,2018-04-06,2008-12-29,1,2018-04-06,0,1176841.5469,"0",477777.5469,699064,0,2018-04-06,2009,"Terminated",477777.5469,0,477777.5469,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",3385,0,30,"No"
"560",18188791,70564,2017-02-24,2009-01-20,2017-01-25,2009-01-20,1,2017-01-25,0,70564,"0",33748,36816,0,2017-01-25,2009,"Terminated",33748,0,33748,0,"Some Net $s Pre-Term.","[0]+Last Day Spend","Complete Termination","Last Day Spend","No",2927,0,30,"No"
