"","ContractingOfficeCode","obligatedAmount","numberOfContracts","avg_hh_index_obl","avg_hh_index_k"
"4500","953324",471352525.3036,2133,1719.61075247703,1386.24827301417
"4501","953326",80062,4,6945.26791947327,6250
"4502","95332A",181348515.909,1234,1499.24561962731,441.54882352648
"4503","9542",25670243.228,174,5729.16445952524,3694.41032791424
"4504","9543",902435751.8983,5957,1666.65666814095,976.14661209623
"4505","954403",637597,31,3219.4249145594,2551.73611111111
"4506","9549",156353.2814,8,9444.02543190625,8000
"4507","9565",7311206.9713,345,1542.02257308517,544.116176915317
"4508","9594CS",109235623.1055,536,1101.49776251028,542.803308860296
"4509","959P00",21212615.9235,354,1326.79284249126,469.320643887578
"4510","95CV",69564779.7749,1996,1731.65813803949,1265.45989815459
"4511","95F400",68945.8104,8,7410.91636112745,7222.22222222222
"4512","95K000",17694267.2528,319,1390.2900789538,1076.13152127655
"4513","95L000",4105730.8675,184,1162.45825631744,566.970391355998
"4514","95M000",1104517.4912,82,3147.86893180505,2852.12108502451
"4515","95T807",528205.01,21,3631.91286496988,2562.35827664399
"4516","95T809",555726.6602,45,10000,10000
"4517","95T811",2809315.5403,126,2266.15054422876,1390.48026937618
"4518","95T813",3322610.765,134,3628.24569812371,3452.24461550635
"4519","95V009",29407.66,5,7926.35937845608,6666.66666666667
"4520","95V011",18897.0293,1,10000,10000
"4521","95Z000",796612.9297,118,7077.97624040377,2073.45705494326
"4522","97000",165750640.1965,7307,653.895058505588,503.564879266837
"4523","9702",165052967.3233,864,2311.52767454765,3228.69063768066
"4524","9A08",1346437.8495,316,2762.04629907889,2249.39399964249
"4525","9A13",14875954.5946,613,3624.0929236824,3052.5706467094
"4526","9A14",36661927.5239,309,5588.99893148673,3491.74282783538
"4527","9A23",38953200.8211,1499,2585.06439937731,1852.39919840516
"4528","9A28",110291466.2503,2560,3019.18050285474,2685.45446510124
"4529","9A40",138588553.4421,2202,2985.90514751867,1262.98740841244
"4530","9A47",25850419.5895,1040,2750.29136542359,1778.01281188824
"4531","9A55",732737.2982,97,6239.90871907278,5472.56578749963
"4532","9A63",216289068.7645,4140,2519.01401020968,1564.96231608585
"4533","9A72",22200,5,10000,6250
"4534","9A73",5973449.9299,400,2663.02443940682,1738.48048010669
"4535","9AB5",14383450.1738,822,1420.91913380743,771.027233421953
"4536","9AC7",64971911.3674,1784,2765.80354749176,1418.95628886988
"4537","9AD6",16109975.9169,2038,609.891989243881,321.64740379526
"4538","9J61",3756595.7719,112,6300.67452489371,7607.43186163354
"4539","9JC2",4879625.0778,293,3864.73963431722,3090.93791938012
"4540","9JGP",30764255.5905,676,2745.33427856526,1117.45087091851
"4541","9JHA",3494463,44,9021.71823097893,7020.21813697152
"4542","9JNE",151977739.0584,3587,2883.02298022032,1880.97688409535
"4543","A7104",6197694,1,10000,10000
"4544","A7253",14698834,2,10000,5000
"4545","A8000",645784,1,10000,10000
"4546","A8050",1671190320.3199,4169,1531.3643188986,1075.50355627925
"4547","A8100",6899963,25,6585.19800311599,4799.69765684051
"4548","A8101",118393948,81,6229.46652953966,4360.71218610901
"4549","A8102",787662677,1435,4882.26816746642,2059.1068758951
"4550","A8103",565365977.8711,1251,4213.7822756288,2298.26276558779
"4551","A8104",899331994,1404,2813.93017313703,1914.57083753912
"4552","A8105",329669105.0156,596,4107.30437140013,3046.91704575133
"4553","A8106",357550859.7188,748,6982.99444885958,5711.81634181291
"4554","A8107",1072349908,2537,3366.20517693746,743.415420960971
"4555","A8108",621468214.961,1252,3137.38827646831,3009.96138379143
"4556","A8109",216048017,206,5288.02485876359,2147.07538107836
"4557","A8110",34007358,75,5457.86758837248,3993.23907256664
"4558","A8111",28780547,78,3649.76236118983,1914.79289940828
"4559","A8112",4014238,47,7085.0047526989,7673.15527387959
"4560","A8113",110495323,438,856.263624441578,999.457892871291
"4561","A8114",26614394,118,5533.94558930594,5277.96040616553
"4562","A8119",371222,6,2428.13955994723,2222.22222222222
"4563","A8120",50176561,89,5660.56701762942,7139.25009468501
"4564","A8122",107122861,263,6516.93729013956,6968.12540061768
"4565","A8124",841741,23,5340.02541900916,7013.23251417769
"4566","A8125",7065413,23,4525.46120069764,7655.95463137996
"4567","A8300",354486759.7598,550,4580.7709841414,2264.87786651883
"4568","A8301",520984164,1703,1965.20476732477,1882.55203938559
"4569","A8302",1126786046,348,5284.23210491944,4370.5007989992
"4570","A8303",1136391694,747,3685.80933323717,3398.45993787419
"4571","A8304",1002747044,496,4314.76065454867,2401.09984452705
"4572","A8305",989551431,896,2527.83008156549,1263.48531662674
"4573","A8451",645506663,574,3901.6436339491,1429.62473308073
"4574","A8452",198028992,578,3756.52485022627,1763.40220091531
"4575","A8453",47672459,678,437.605494532246,316.49797726252
"4576","A8454",178659860,497,6390.71184386701,6206.10581295739
"4577","A8455",31120198,56,9725.33751224694,9557.8231292517
"4578","A8456",1125393,8,10000,10000
"4579","A8457",47274814,90,9600.50938638462,9566.11570247934
"4580","A8458",19558994,74,10000,10000
"4581","A8460",86873314,244,6047.4689009407,4784.42297577855
"4582","A8550",126004701,417,7892.3165131531,7290.80162561866
"4583","A8551",185629725,513,4015.44549715434,3667.62144128864
"4584","A8552",33006437,421,713.190019183165,426.283844052943
"4585","A8553",20666383,82,9807.95384223973,9295.06246281975
"4586","AA000",1454152625.9228,4725,1522.54911379966,816.454357750339
"4587","AA001",1896866085.6052,9001,1439.23446378974,1764.35269166055
"4588","AA003",4761964.1014,64,6813.44815647216,4018.1284562973
"4589","AA03",7483891,3,10000,10000
"4590","AA08",52950152,1360,500.759688742354,280.105313625881
"4591","AA09",9272137493.9688,3103,2676.04058834425,3236.0334546581
"4592","AA10",29860051,362,2070.98235867267,974.533262399665
"4593","AA12",10294186,393,892.814699012537,357.825936536667
"4594","AA14",43575626,1308,630.650349655479,148.05201118632
"4595","AA22",26493101,365,1391.68003991014,342.023041026422
"4596","AA31",20434762,211,1127.41668059343,291.30275956176
"4597","AA310",24000,1,10000,10000
"4598","AA33",1612481,49,1709.56519538482,1339.76306865724
"4599","AA410",551154564,132,4267.39417778794,3395.10576740533
"4600","AA411",589736264,89,3058.15432311761,1615.61616216593
"4601","AA412",1594143160,402,4616.97180851581,5230.61844261223
"4602","AA413",115369000,1,10000,10000
"4603","AA416",0,1,NA,10000
"4604","AA423",446613277,66,6405.98644902224,3552.66758276754
"4605","AA424",72465722,6,9568.48905623683,8125
"4606","AA426",3277782,1,10000,10000
"4607","AA427",1368791145,28,7973.02774840854,3211.98979591837
"4608","AA430",47296712,2,6313.32406278586,5000
"4609","AA434",4672504,1,10000,10000
"4610","AA4D0",59719077,55,3698.02143352446,2507.00986338415
"4611","AA4E0",2363345311,66,7229.72810916283,3256.59365817092
"4612","AA4F0",378087141,18,6568.6511913115,2930.55555555556
"4613","AA4G0",143894195,90,9149.99626184768,5719.21898848306
"4614","AA4H0",561665379.0591,32,5407.74455460069,3452.00588111741
"4615","AA4J0",28096997,4,3692.9549924387,2500
"4616","AA4L0",2520349,1,10000,10000
"4617","AA4M0",6086522852,79,8171.45868698207,2694.4508451921
"4618","AAA",1415343.2102,71,2801.9185719723,1573.02882058173
"4619","AAA00",11631646.9625,36,6970.47750174741,5804.88062442608
"4620","AB07",13686500974,9731,1138.20298986519,868.014189731951
"4621","AB070",0,6,NA,6800
"4622","AB08",265019864,2470,2567.01781290555,710.339379207462
"4623","AB080",0,1,NA,10000
"4624","AB15",1683720912,2437,1385.50857925158,3073.96766686023
"4625","AB150",0,1,NA,10000
"4626","AB17",104130053,2827,477.592517671151,250.881412372981
"4627","AB18",163818545,1411,1155.01715467864,1104.48424309201
"4628","AB22",149631569.3401,524,2166.66434313455,2665.3866773799
"4629","AB32",531284973,2692,3401.462127525,1411.96321755014
"4630","AB320",0,2,NA,10000
"4631","ABX01",304793.5385,23,7650.0239624916,6976.56840513983
"4632","AC000",1212010659.5014,3087,3720.17239543707,1889.77705233686
"4633","AC01",169512983.3398,1411,638.852710577998,437.687588595386
"4634","AC02",138114777.6699,644,780.626694409812,477.939904109056
"4635","AC04",90655145,541,565.673488755552,366.910356842934
"4636","AC07",199105622,2529,845.042639318686,445.989205717046
"4637","AC08",118588195.8999,684,656.289916384623,528.223887168959
"4638","AC10",103074379,937,536.345744015587,267.837622826042
"4639","AC100",1011056,2,10000,10000
"4640","AC17",207250801,917,1369.82518810723,429.803252803739
"4641","AC170",196038,1,10000,10000
"4642","AC21",332904265,1644,1482.24053236964,900.976055676133
"4643","AC210",74690,1,10000,10000
"4644","AC26",134184543,836,716.630616702212,479.22944471036
"4645","AC260",0,1,NA,10000
"4646","AC27",102470832.8992,626,1993.90862202441,1159.51988078003
"4647","AC270",1576408,6,6938.23551049295,3750
"4648","AC28",158382618,1114,585.004917096541,353.857609422339
"4649","AC30",378104445.9502,1962,1669.05889877461,941.163114681386
"4650","AC300",88321,5,10000,5277.77777777778
"4651","AC31",814683336,2208,1545.12687583114,603.800267386862
"4652","AC310",3613358.3809,9,6653.71035562303,3622.44897959184
"4653","AC33",174587302.25,1480,818.812964757033,753.27961141542
"4654","AC330",564551,4,4849.89424961044,6666.66666666667
"4655","AC34",219308488,1249,554.901386264648,387.191572221983
"4656","AC340",1858422,3,10000,7500
"4657","AC37",11540974,144,1715.65537292767,1710.84808402838
"4658","AC38",303793771,4,10000,10000
"4659","AC39",116561404,906,858.759062511164,1094.41756021502
"4660","AC42",823657284.6015,904,1169.78755620629,997.345419017355
"4661","AC420",3429820,19,3894.12090223577,2802.46913580247
"4662","AC43",2618595,44,1388.68499741593,828.764542936288
"4663","AC45",32122644,136,1879.07690619985,584.099038518811
"4664","AC46",349557684.4098,1375,2167.1842242308,1388.43872488035
"4665","AC460",711912,3,7856.43266690234,5555.55555555555
"4666","AC514",312025050,34,4198.12971423866,2596.56005920887
"4667","AC519",127077798,14,4758.33605371105,4489.79591836735
"4668","AC520",570729330,55,7913.00471169823,3957.54249170685
"4669","AC521",168191021,58,5123.44529906196,3514.50617283951
"4670","AC522",638567457,124,4947.09572239048,1965.13026877197
"4671","AC523",724106430,31,8385.4445898987,2300
"4672","AC524",817337001,93,4143.36814022092,2281.70409389717
"4673","AC528",148932401,53,5866.08782444263,4349.84924826484
"4674","AC5G0",490322967,98,5148.64239941477,2818.30773145269
"4675","AC5G1",1270614406.6802,86,5533.36608835742,2362.18210497974
"4676","AC5G2",75654045,32,4760.18592397469,3129.95272591232
"4677","AC5G3",306944,1,10000,10000
"4678","AC5J0",3638369999,67,7697.20433679858,3880.82181179067
"4679","AC600",-12130.4404,1,NA,10000
"4680","ACB00",33815867.004,89,6191.03389340636,3961.33710494361
"4681","ACBBD",7092328452.0516,24129,952.678868902262,501.511970491566
"4682","ACBO",52946290.7394,51,8846.70565694692,4022.22222222222
"4683","ACD00",1445840891.6998,13094,2471.56235196415,1207.22834764631
"4684","ACL00",1992098454.0341,4656,5609.25252374277,1089.1837322848
"4685","AD-20",117706627.078,2760,1202.68220715645,329.022268769258
"4686","AD000",104678205.8496,1217,2168.05610005114,1257.77925507758
"4687","AD05",1072014242.5801,5704,1474.6089478086,2999.50045972526
"4688","AD050",0,1,NA,10000
"4689","AD11",257018914,401,6117.35118522414,1495.31061201821
"4690","AD13",1450226802,1940,3633.1181432529,4179.11314737202
"4691","AD130",0,1,NA,10000
"4692","AD15",215587012,473,3374.89013965428,1961.49803091477
"4693","AD16",901317097.0234,2807,1045.84296511951,385.881466245527
"4694","AD160",0,1,NA,10000
"4695","AD17",518074138,4303,1921.17090982088,469.547600270576
"4696","AD19",391836471,1099,4961.69372795397,6033.17096647212
"4697","AD21",60210198,1380,382.828269604902,160.700668428552
"4698","AE000",61125175.4022,95,7388.85574338666,3559.56303185778
"4699","AE00C",0,1,NA,10000
"4700","AE07",17620777874.084,11454,3852.29567715405,1802.53321570562
"4701","AE070",0,2,NA,10000
"4702","AE08",17823111,101,1104.89099339322,698.951083227135
"4703","AE20",1838223621.25,4395,871.001189788812,621.100632781215
"4704","AE200",0,2,NA,10000
"4705","AE24",119112202,963,516.08065089854,441.646602675916
"4706","AE30",3480982236,2729,3518.69134326418,1172.68196733683
"4707","AE300",0,1,NA,10000
"4708","AE32",122923124,688,1068.81288726011,553.914075297217
"4709","AF000",218987710.0639,547,5067.81812728314,3074.08902577819
"4710","AF100",3752339.9698,90,3604.99591742162,2204.27780809897
"4711","AF200",267412577.3885,7768,1181.93261961892,1095.38482898751
"4712","AF220",477016.9935,23,3771.36321948559,3146.875
"4713","AF600",8864052303.0938,45,5745.72835422859,3577.86281179138
"4714","AFTCD",728926410.5743,2259,947.516257239961,432.289571078874
"4715","AG000",2705168.0781,6,8465.66712143176,6851.85185185185
"4716","AG100",17382188.778,1695,1754.08632186652,1661.07883513685
"4717","AG60",143111079,1071,560.561221566149,847.430040501097
"4718","AG600",0,1,NA,10000
"4719","AG99",414530391,254,2987.083232127,1227.87540138503
"4720","AH000",187869520.0549,714,6727.01914777509,4188.8478689722
"4721","AH01",11124105013.5508,6107,1791.88058972043,853.974790571123
"4722","AH03",262479687,1212,1999.63574184847,784.144643545815
"4723","AH10",174864506,453,2575.59398143429,2630.18713487684
"4724","AH100",0,1,NA,10000
"4725","AH11",4631072,4,8204.74698026405,2500
"4726","AH12",5264159,31,2849.91401572136,1479.87397119342
"4727","AH13",75676478,519,854.614440625322,366.556472405799
"4728","AH17",90340282,1369,1478.94115886048,199.123320551586
"4729","AH23",14350234299.1563,7603,1777.55847438728,3486.33551771427
"4730","AH230",0,1,NA,10000
"4731","AI000",403686550.065,621,4849.88279218602,3291.01408080648
"4732","AJ000",18946726948.5643,5652,4873.63306091657,1327.989391644
"4733","AJ200",27760146.6762,2100,2175.9618811128,2098.85481385743
"4734","AK050",607053.9911,55,3067.29807226169,1890.08842752787
"4735","AK328",4607244.5339,671,1158.66024138799,1014.88155288476
"4736","AK334",32436461.9702,3123,1145.06061330834,1810.65445928807
"4737","AK342",3650804.8758,596,4508.71732985755,3696.51355003081
"4738","AK952",47889567.4908,1783,1628.94752310707,997.784532344813
"4739","AK953",11242857.7303,221,1864.93844952231,431.283327283288
"4740","AL000",149781284.3806,230,9285.51884214185,9355.26791856163
"4741","AL600",21693216.2136,1742,971.188472271587,640.589564722107
"4742","ALDWV",8229000,177,6109.50213444618,3202.44992947659
"4743","ALMEC",7446570116.4679,14183,4948.00222156953,807.295931280721
"4744","ALWPA",101937419.3151,11642,2364.69043277757,1262.55578048931
"4745","AM000",10552729.3999,88,7213.38296973063,5221.85592185592
"4746","AM100",22706135.796,1740,1661.44314099039,1641.91424460614
"4747","AMBTCD",2091410983.433,1533,1416.03662962312,399.247263427541
"4748","AMC",770675.5295,81,1773.37837222765,1629.09625683516
"4749","AMCD",892021477.5916,833,2624.18646483563,459.929645482789
"4750","AMD",746479480.8551,3599,1791.89613271247,804.083611742635
"4751","AMDA",1346308529.7373,1765,5699.37753043464,2727.07896315602
"4752","AMDO",118818822.5837,961,3760.27587832007,1339.43529287546
"4753","AMIT",1001123440.0031,2631,3344.18138234303,1967.5100593865
"4754","AMLO",132609649.8498,999,2113.50205096568,326.006798042918
"4755","AMMI",914689685.721,3007,4183.54032731221,2385.35225617297
"4756","AMMW",316531814.9129,1573,1856.92024969754,515.786848166612
"4757","AMNE",824747979.2886,8039,2722.37273156443,5849.97226402632
"4758","AMOO",15988505.1811,468,5029.24938279743,2668.73593107782
"4759","AMOS",112043311.0128,1132,7112.81560552505,1784.35579130677
"4760","AMSS",75192998.459,857,1991.76692454867,1344.39597405429
"4761","AN000",6528775.9497,18,9066.02569858892,5781.25
"4762","AO500",36148849.0385,2382,1734.41515784845,2125.98900024977
"4763","AP000",5292.48,3,10000,10000
"4764","APGR",10000,2,10000,10000
"4765","APL00",1354315804.7362,355,10000,10000
"4766","APMI",404295911.1162,3524,5506.53932565972,2304.80817267686
"4767","APMW",140905705.8278,988,5540.98891313696,1335.6462049347
"4768","APNE",261161149.6485,654,4737.45765294665,1279.0139944215
"4769","APOO",66082780.2595,158,5850.91830990782,1621.72195351462
"4770","APRI",322289429.0632,729,6261.96790995726,2350.60023610068
"4771","APRL",1016740762.1178,2451,5252.84175051572,983.406531547791
"4772","APRO",79587936.4089,1129,5152.92129536735,2240.43974981679
"4773","AQ000",54105953.5164,2478,5662.7514313974,1936.05689062411
"4774","AQMDS",102348.4496,14,5799.41573915611,4693.87755102041
"4775","AQMMA",58099296998.6063,123793,930.338459446762,328.411139199026
"4776","AQMPD",9921644620.672,22819,2057.94038562167,1156.3315881542
"4777","AQMSP",110302376.0269,11626,1950.29036691195,1157.13319824546
"4778","AR000",312261186.0636,324537,6587.7876533903,5284.95056862134
"4779","AR200",36696753.7065,1965,4052.8772252636,3981.91948819339
"4780","ARC00",7380011591.0069,13630,1420.19174295993,850.793593516039
"4781","ARFA0",-9787982.8976,532,4913.5546160635,3600.02131130697
"4782","ARFA1",60086475.7275,1581,4418.592363489,1535.54824506718
"4783","ARFA10",66662592.6017,1487,4224.89443441721,1685.54993609577
"4784","ARFA11",29465599.3098,132,6112.53683077504,4205.14822526274
"4785","ARFA2",193637446.5953,1951,3550.75054236823,1632.94314214894
"4786","ARFA3",118258223.7604,1578,4273.38197429674,1209.24307500914
"4787","ARFA4",791999437.5013,5892,2928.82669033029,830.233446529961
"4788","ARFA5",127201444.0504,1820,6532.8092181664,1818.67540694134
"4789","ARFA6",741194695.5491,7642,2698.83472048245,1032.41075426528
"4790","ARFA7",73633196.1325,2432,2294.0256092042,1360.0824540687
"4791","ARFA8",58111712.666,1357,5412.78390035328,1909.54079778012
"4792","ARFA9",148405980.0739,2206,4584.2744580777,1241.1382198569
"4793","ARFAF",8253418583.0961,5775,2291.34708784842,1811.69090312638
"4794","ARFAG",3449345,8,9813.79447017679,7268.51851851852
"4795","ARFAL",600,1,10000,10000
"4796","ARFAM",377736453.2442,1433,1800.96048072841,527.163484204692
"4797","ARFAN",898676843.7158,5947,2067.0775018365,2707.06571283452
"4798","ARFAR",3096032453.1881,2346,2870.32761284713,946.579256841481
"4799","AS000",550581701.2679,346395,7075.76657021796,6656.86070779372
"4800","AS200",47268013.5074,1993,2054.22858494332,1192.89779853433
"4801","AS500",7840396.9777,582,3051.55261972289,3170.18603693185
"4802","AS600",2217731.8657,244,3341.39516904342,2566.86331423429
"4803","AS700",11875573.4135,708,2690.50310269551,3183.06334372441
"4804","ASAJC1",49699.84,4,7572.31198715107,3750
"4805","ASAJC2",11444.19,1,10000,10000
"4806","ASAJC3",7640902.94,21,7747.05613948071,5937.5
"4807","ASAJC4",577332659.1437,128,8605.69615501238,5760.82357679528
"4808","ASAJC5",1155723,1,10000,10000
"4809","ASAJC6",229017.2299,14,6940.50798528945,1750
"4810","ASEA",6600,1,10000,10000
"4811","ASHKY",39035901.0458,4282,3366.47916202193,2636.07814501814
"4812","AT000",3398875.815,2151,7912.07680301398,2513.74437519768
"4813","AT001",3193818353.4079,25999,860.675195875961,546.59845303534
"4814","AT711",473675083,78,8610.27547071094,7744.34262540202
"4815","AT715",359669454,26,8905.48267337609,7271.875
"4816","AT716",954049812,50,7554.54047668891,4250.34013605442
"4817","AT717",214924258.5742,69,2822.64209529667,2249.74351821972
"4818","AT718",676808208.25,105,5134.47895000663,3770.29060627862
"4819","AT719",215222175,29,6632.26110987429,5903.74228395062
"4820","AT721",103324200,30,6999.31279538802,6872.42798353909
"4821","AT722",305984041,70,4698.33382069603,3145.96264662631
"4822","AT723",5704810,6,5246.55196824051,3750
"4823","AT724",606375817,120,5013.44975958214,3745.56658206065
"4824","AT725",203203314,70,4205.20944718291,2667.8953408817
"4825","AT726",138157712,29,6183.02800454839,5041.57218442933
"4826","AT727",315541058,31,4683.90562840971,2639.99748047367
"4827","AT728",613633274,288,4593.49980796614,2933.56913692682
"4828","AT729",434809767.252,285,2717.18202703607,2259.72250525401
"4829","AT730",656920,1,10000,10000
"4830","AT732",243404829,123,4524.4214986336,3359.34426594904
"4831","ATFD",52533.9492,8,4517.53602686733,1875
"4832","ATL00",176512,3,6494.80369848988,5555.55555555555
"4833","ATLGA",38474097.7783,1634,4633.90766735004,3454.01574572211
"4834","ATR01",40709557.2231,610,1924.72399053733,802.104764433029
"4835","ATS01",56398527.8803,106,5823.41888925082,2747.13991769547
"4836","AU000",87364615.7305,232,9498.17001965429,4577.96546938518
"4837","AU900",107787424.6925,4096,1337.35950233038,2242.14542460831
"4838","AU905",5972099.3615,441,3862.24756709886,3671.60742072883
"4839","AV000",373115619.9281,91041,7594.75440220186,3332.73836992595
"4840","AW000",290025936.1958,89296,4585.15374506987,3053.50402251762
"4841","AY000",18346324.575,8313,6388.71977883814,1850.36611467632
"4842","AZ000",818960813.1318,3823,2238.95642644581,1376.08084499657
"4843","AZ010",471204.3402,36,5796.40979544056,5410
"4844","AZ020",1335934.9951,115,3273.45783198111,1789.7946084752
"4845","AZ040",757107.599,156,3198.57039676359,3119.86980827487
"4846","AZ050",254901,19,4361.02729019226,3101.85185185185
"4847","AZ060",11752.11,1,10000,10000
"4848","AZ100",11279.26,62,6311.4336389026,3974.78825350447
"4849","AZ110",2447432.2319,236,1464.39318952117,647.956326104769
"4850","AZ200",1542071.41,285,5060.15965228497,5968.05752604072
"4851","AZ210",456202.9696,67,5465.99925711806,2286.78385416667
"4852","AZ310",13454.6299,3,3611.7977546946,3333.33333333333
"4853","AZ320",983936.7009,69,3243.13271283488,1298.75544121978
"4854","AZ330",77996.6299,4,7275.29913409496,6666.66666666667
"4855","AZ410",5261346.4514,539,3312.42875131221,1205.64371762596
"4856","AZ950",5454551,131,3963.96041108041,3298.43940585707
"4857","AZ951",61947109.6273,3184,864.793921573879,1322.85433182859
"4858","BA05",458794850.3552,1934,668.31862042593,484.16290326611
"4859","BA050",1024458,2,10000,5000
"4860","BA300",24501533.4785,1773,1644.37033278656,1529.28033056289
"4861","BB000",73087379.0008,868,4099.93542081083,2319.89616850508
"4862","BB210",27140230.5909,1633,1538.98216752524,889.889347358943
"4863","BC",480,1,10000,10000
"4864","BC400",57129647.7802,3201,1015.36668327281,760.754144542712
"4865","BC660",378479483.7023,3108,2995.63586983202,999.847973117198
"4866","BC662",257761100.5084,1229,4126.2971370957,1298.65313099266
"4867","BC663",377005617.1543,3542,2937.35238996895,2124.24465875998
"4868","BC664",213968682.4249,967,2187.20057293538,3531.65862794624
"4869","BC665",86431232.9051,1142,8705.8522795982,6363.0344086602
"4870","BC670",108295501.4169,810,3841.652011146,4609.26261160432
"4871","BD000",3587247.7434,69,4502.88714932455,4306.55731088011
"4872","BD200",2873364.7495,313,3586.93057024324,3254.34506912907
"4873","BE000",248130998.2456,812,3308.89963661434,2063.0493387847
"4874","BE100",41037548.112,214,5040.47196649623,3758.66211173747
"4875","BE200",144773443.94,3868,1570.61232694365,275.919092042428
"4876","BECD",914528609.1943,8583,1194.0300590396,239.661504257491
"4877","BECWV",113181294.5095,3420,7869.66806858891,3228.31568566222
"4878","BENSC",1007213.648,78,5141.50515966914,4420.44388327722
"4879","BF000",4058720041.832,6927,3392.84443958193,2357.28596337694
"4880","BF500",25312664.6996,1769,2126.43999988632,1922.38423756612
"4881","BG000",6409634110.6467,13859,1708.34061177159,1775.10387365217
"4882","BG300",42428749.191,2571,1183.31386817528,694.827839794262
"4883","BGMD",3054652269.5853,1862,8649.12138852626,5128.84228609502
"4884","BGSKY",249070.7969,5,10000,10000
"4885","BH000",3008902723.3303,9299,1775.10926061402,928.986393730593
"4886","BH200",22752171.1939,1418,1978.55692472142,1806.2742628463
"4887","BI000",-1626.2695,1,NA,10000
"4888","BJ000",4489885773.1828,8697,2134.0996781996,1230.04440251463
"4889","BJ01",859651758.3124,5167,590.640207705161,201.244750099905
"4890","BJ03",159843630,1494,1377.40448427378,722.004483798648
"4891","BJ05",303809401,3557,354.640643185875,5091.97370435557
"4892","BJ09",8304242,258,1470.59718341012,263.505798930353
"4893","BJ13",146244669,1167,650.580197696815,207.175474653221
"4894","BJ15",196574818,7121,348.11589076233,335.190012290016
"4895","BJ17",96992287,1711,340.717833469946,210.04460770734
"4896","BJ19",76355807,1329,1520.22027618829,747.321571631504
"4897","BJ21",12484146,110,5155.81130553192,252.892561983471
"4898","BJ23",111796513.2002,1081,896.871347887021,150.29596229893
"4899","BJ25",117802153,1896,454.998327089647,207.075967170503
"4900","BJ27",71666735,1188,1181.63714807049,657.883549297691
"4901","BJ29",20239762,360,1289.47176334314,340.586419753086
"4902","BJ31",22280039,526,939.204437663628,231.823504749237
"4903","BJ35",21153737,592,566.250119787048,198.02319211103
"4904","BJ37",2532694,73,1202.18658469208,1270.40720585476
"4905","BJ41",80478279,1131,700.435440922433,168.180549594617
"4906","BJ45",87775884,877,375.03496489927,238.022490375477
"4907","BJ47",101126027,221,1357.309392919,240.986056796544
"4908","BJ49",74993333,300,3754.13202904681,205.111111111111
"4909","BK000",2418666619.0484,4462,2590.51104331964,1698.79256721612
"4910","BK01",476093220,1277,1935.70762957394,413.453124338869
"4911","BK03",132123583,1347,1029.28366748777,187.27310104833
"4912","BK05",127223266,2178,468.087312674412,181.179859366686
"4913","BK07",209131066,2262,738.888360478649,294.556353734987
"4914","BK09",147896829,2567,361.583436520037,555.607574426484
"4915","BK11",69257583,744,2974.3883328604,351.883165683894
"4916","BK13",60977632,1155,856.868940385269,257.319015760574
"4917","BK15",250999972,2507,351.289756959903,226.90197005624
"4918","BK17",103636295,694,3022.44972044883,212.982418257771
"4919","BK19",67423681,807,1018.83280397556,702.173822915659
"4920","BK21",383949215,3249,3285.69109318199,311.308231213695
"4921","BK25",85073248,1627,713.087722298754,375.323605309753
"4922","BK27",29516838,316,806.06884726962,339.088287133472
"4923","BK31",338950612,805,4861.69589439792,359.137378959145
"4924","BK33",56745454,877,470.824780020775,234.330001859246
"4925","BK35",71620590,565,5753.75090213999,1579.33673469388
"4926","BK37",153153667,2301,628.302403747851,280.351626118758
"4927","BK39",218881567,405,1379.19183646256,210.638622161256
"4928","BK41",39376590,651,496.533453796881,186.998142996359
"4929","BK800",49839562.6233,3613,1594.30428465502,714.667159891994
"4930","BL000",298370614.183,330,6098.61221454139,3540.69683658532
"4931","BL00A",1999366,32,2991.19477555568,2150.34722222222
"4932","BL01",470615998,815,1033.61976519012,2961.90517255726
"4933","BL03",246425940,1350,1944.46149584659,720.230452674897
"4934","BL05",79355125,956,2987.03600902372,3566.15780536055
"4935","BL400",50071450.1719,1625,2232.38269640083,1166.8191188122
"4936","BL410",71252283.5483,2731,4156.30117091206,2271.28593966072
"4937","BL50A",504736490,2096,1863.88692031256,1024.14999130473
"4938","BLA00",5473277.6681,126,4553.41009598519,2301.34495784114
"4939","BLSNO",916647477.3888,9208,3518.53847695118,1050.74376787031
"4940","BM000",3346724346.0327,5569,1251.35946311257,1144.14050605406
"4941","BM03",24565842,33,1313.02761092022,1056.01469237833
"4942","BM06",554402963.7422,1174,2033.70875552777,295.44155161956
"4943","BM09",53255385,182,966.521942174067,198.043714527231
"4944","BM13",9261148,33,2296.30148716895,835.629017447199
"4945","BM16",12228000,43,1364.00323518507,1941.59004867496
"4946","BM800",24665103.3308,1693,2578.81842760889,3245.96720240059
"4947","BMTTX",144888051.1431,2139,4508.14669576988,2439.26743833774
"4948","BN000",5174127506.3515,22357,2394.21294712934,1106.64840657094
"4949","BN01",572307685.8306,1052,948.340656079056,214.926484407755
"4950","BN03",223700947.9814,1237,712.797943930405,218.93660112053
"4951","BN06",107914239,423,5742.64336445092,2826.75848138975
"4952","BN09",71897391,416,2112.24458113689,308.455066568047
"4953","BN13",31870346,220,460.765938955027,203.719008264463
"4954","BN150",22349824.4948,1338,2227.61091966115,2319.90730796232
"4955","BN16",23810196.04,153,1274.02447309398,465.205690119185
"4956","BN43",3501773,5,5364.52825237548,2800
