"","Fiscal_year","ContractingOfficeCode","obligatedAmount","numberOfContracts","hh_index_obl","hh_index_k"
"42894",2014,"RC000",455823,67,2276.886,2149.699
"42895",2014,"RD000",589520.2,169,2848.083,3226.428
"42896",2014,"RE000",479928.8,49,2387.151,2478.134
"42897",2014,"REC80",163213382,308,5906.999,3007.042
"42898",2014,"RES90",20962258,184,2183.788,929.2297
"42899",2014,"RM280",140536.5,14,2095.85,1836.735
"42900",2014,"RO100",2390829,230,667.1834,490.7372
"42901",2014,"RP380",10297933,685,370.9885,253.8867
"42902",2014,"RQ000",390065,138,3162.308,3378.492
"42903",2014,"RR000",0,1,0,10000
"42904",2014,"RS001",1661089109,3794,2496.685,1086.675
"42905",2014,"RS191",31876542,735,1620.041,865.3987
"42906",2014,"RS301",55192364,873,1893.227,704.0147
"42907",2014,"RS400",220836.5,47,1406.234,647.3517
"42908",2014,"RS500",6684055,451,538.8358,345.4752
"42909",2014,"RS601",51317289,1146,892.0269,617.932
"42910",2014,"RS890",206210.2,17,1791.702,934.2561
"42911",2014,"RS901",35680821,1275,1020.268,1187.463
"42912",2014,"RS980",81413.99,27,6370.852,6159.122
"42913",2014,"RSAPI",68355031,238,4814.215,833.6276
"42914",2014,"RT000",149518.2,33,2909.659,3553.719
"42915",2014,"RU000",201148.7,29,3334.45,2936.98
"42916",2014,"RW000",343993.8,61,2910.312,2104.273
"42917",2014,"RW600",3680015,276,661.2652,371.2455
"42918",2014,"RX000",846090.6,117,3343.003,3545.182
"42919",2014,"RZ000",310803.3,31,2386.244,2029.136
"42920",2014,"S0107A",-6984411,194,0,1134.552
"42921",2014,"S0109A",-2294982,17,0,5986.159
"42922",2014,"S0302A",-36145700,420,0,1042.404
"42923",2014,"S0303A",-25454345,60,0,1455.556
"42924",2014,"S0304A",-595299.6,20,0,7350
"42925",2014,"S0305A",-9556599,94,10000,4119.511
"42926",2014,"S0507A",-4357677,111,0,1476.341
"42927",2014,"S0512A",-4214340,255,10000,1133.564
"42928",2014,"S0513A",-5379500,325,4970.615,780.5917
"42929",2014,"S0514A",-10037219,234,3739.644,1448.243
"42930",2014,"S0530A",24519353,42,9446.343,3015.873
"42931",2014,"S0543A",22242383,6,10000,10000
"42932",2014,"S0546A",-2070393,37,0,3484.295
"42933",2014,"S0602A",-32942498,476,0,1455.671
"42934",2014,"S0605A",-9465998,55,0,7375.207
"42935",2014,"S0701A",11987197,339,7943.567,1165.583
"42936",2014,"S0703A",-2058227,122,0,2417.361
"42937",2014,"S0707A",78979721,248,5888.228,7613.489
"42938",2014,"S0708A",-3039664,14,0,2551.02
"42939",2014,"S1002A",-7002309,235,10000,1586.057
"42940",2014,"S1005A",-16360824,78,0,966.4694
"42941",2014,"S1103A",-4042285,121,0,2119.391
"42942",2014,"S1109A",-3310414,108,10000,2957.819
"42943",2014,"S1110A",433025199,456,8650.981,3389.216
"42944",2014,"S1111A",-8317454,82,0,3182.629
"42945",2014,"S1221A",207653562,43,9891.86,3877.772
"42946",2014,"S1403A",-8313495,220,10000,1365.702
"42947",2014,"S1504A",-14856255,53,0,7579.21
"42948",2014,"S1701A",-20135590,52,0,2034.024
"42949",2014,"S2101A",-109966939,830,10000,2092.524
"42950",2014,"S2103A",-4165437,67,0,2314.547
"42951",2014,"S2205A",-9494583,75,0,2661.333
"42952",2014,"S2206A",-18184486,424,10000,1333.215
"42953",2014,"S2207A",-3928551,42,0,8208.617
"42954",2014,"S2305A",-2287537,127,0,1338.583
"42955",2014,"S2401A",-22423425,620,4263.433,1386.212
"42956",2014,"S2404A",-100490821,1737,10000,1605.124
"42957",2014,"S2500A",-23390611,117,0,794.0682
"42958",2014,"S2606A",-4540563,196,10000,3598.501
"42959",2014,"S3001A",-3607862,32,10000,2343.75
"42960",2014,"S3101A",-5985937,249,10000,1678.199
"42961",2014,"S3110A",-9501324,14,0,4387.755
"42962",2014,"S3306A",-1175251,177,10000,1582.24
"42963",2014,"S3309A",1199749,125,6060.534,1760.64
"42964",2014,"S3315A",-82258794,248,10000,4092.417
"42965",2014,"S3316A",-6006060,246,0,3159.495
"42966",2014,"S3605A",-19480476,441,0,630.8585
"42967",2014,"S3915A",-7866474,222,0,1476.747
"42968",2014,"S3916A",-9738224,13,0,5384.615
"42969",2014,"S4001A",-4323004,11,0,5702.479
"42970",2014,"S4306A",13793411,1219,6302.982,1497.139
"42971",2014,"S4402A",-2562034,391,6857.113,802.7812
"42972",2014,"S4418A",-10586471,15,0,5644.444
"42973",2014,"S4419A",-1309951,14,0,3979.592
"42974",2014,"S4420A",-2612752,2,0,5000
"42975",2014,"S4503A",-20231.68,2,0,5000
"42976",2014,"S4513A",-7943444,67,0,7072.845
"42977",2014,"S4801A",1137223,181,9954.448,4180.275
"42978",2014,"S4803A",-792719,3,0,3333.333
"42979",2014,"S4804A",-36860747,54,0,3950.617
"42980",2014,"S4815A",-895891.4,5,0,6800
"42981",2014,"S4816A",-8585635,72,0,6890.432
"42982",2014,"S4818A",0,1,0,10000
"42983",2014,"S4819A",-326282.6,20,0,4850
"42984",2014,"S5105A",40311558,263,981.2268,310.6883
"42985",2014,"S5113A",0,1,0,10000
"42986",2014,"S5116A",-12056607,129,0,9393.065
"42987",2014,"S5121A",68306760,282,1507.657,1284.141
"42988",2014,"SA000",10994924,243,2299.469,1365.815
"42989",2014,"SA200",1164597,91,2585.909,3396.933
"42990",2014,"SA400",1224986,113,630.3282,325.0059
"42991",2014,"SA4705",16700429,391,3158.828,2443.273
"42992",2014,"SA700",6263469,282,1310.074,261.3048
"42993",2014,"SA7065",-359621.6,4,0,3750
"42994",2014,"SA7085",-44518.44,8,9280.379,3437.5
"42995",2014,"SAAM",168797.3,17,1472.038,1141.869
"42996",2014,"SAFAZ",5586891,130,7821.951,1724.26
"42997",2014,"SAO",3231865,186,769.7135,280.9573
"42998",2014,"SC000",21189707,330,2039.574,1271.074
"42999",2014,"SCEMS",26032.18,4,6165.931,3750
"43000",2014,"SCHPA",15925065,1159,4144.218,2417.581
"43001",2014,"SCN01A",813628.7,66,10000,1969.697
"43002",2014,"SCO00",123444639,1353,2362.77,1752.22
"43003",2014,"SEATX",2379843,55,5721.378,1378.512
"43004",2014,"SECHQ2",0,1,0,10000
"43005",2014,"SERC",106916.9,11,2428.494,1735.537
"43006",2014,"SF200",994992.8,83,642.9626,805.6322
"43007",2014,"SF300",495731.1,36,2439.482,1820.988
"43008",2014,"SF500",1734115,153,766.3535,431.8852
"43009",2014,"SF750",13404615,650,1025.222,297.9882
"43010",2014,"SG200",6238263,542,327.1894,288.8713
"43011",2014,"SGR18A",1860445,35,10000,1167.347
"43012",2014,"SI000",39004935,382,2131.03,1235.712
"43013",2014,"SI600",552155.2,80,423.361,368.75
"43014",2014,"SIA",158421.9,12,1846.279,1250
"43015",2014,"SIL",139261.8,8,3018.947,1875
"43016",2014,"SIP",57150,8,6120.139,6250
"43017",2014,"SITES",116325,18,956.8075,987.6543
"43018",2014,"SJ000",118051918,172,2152.643,1254.056
"43019",2014,"SJP11A",4647285,90,10000,9565.432
"43020",2014,"SK000",205177.6,2,9657.352,5000
"43021",2014,"SL000",22078615,343,2737.591,1408.342
"43022",2014,"SL200",2955105,284,4142.594,4753.769
"43023",2014,"SN100",3809452,296,529.3861,401.0683
"43024",2014,"SOIG",244708.1,38,1888.938,1038.781
"43025",2014,"SP0100",19184434,1,10000,10000
"43026",2014,"SP0200",26889096,1487,7792.805,8126.566
"43027",2014,"SP0300",163225.2,13,5610.686,2307.692
"43028",2014,"SP0400",5832.07,2,10000,10000
"43029",2014,"SP0500",16582.23,5,10000,4400
"43030",2014,"SP0600",3377016828,1530,4320.601,3412.081
"43031",2014,"SP0700",3311879,393,6515.501,6814.871
"43032",2014,"SP0750",169419.1,13,10000,10000
"43033",2014,"SP0760",23985.58,1,10000,10000
"43034",2014,"SP100",160228.5,22,1684.456,826.4463
"43035",2014,"SP3100",-3842031,13,10000,1360.947
"43036",2014,"SP3300",190964791,1990,2444.359,594.485
"43037",2014,"SP4500",42198067,5105,10000,9980.427
"43038",2014,"SP4510",42606542,545,1057.292,637.6231
"43039",2014,"SP4520",8639276,446,5425.449,8116.29
"43040",2014,"SP4530",6261376,587,6694.087,8706.964
"43041",2014,"SP4701",570116787,924,2667.776,1854.632
"43042",2014,"SP4702",56206380,194,1833.528,256.1377
"43043",2014,"SP4703",277559139,425,2952.67,700.1799
"43044",2014,"SP4705",48359365,381,2296.266,1052.693
"43045",2014,"SP4706",31965868,33,4777.053,1460.055
"43046",2014,"SP4707",-20615.47,2,0,5000
"43047",2014,"SP500",3422429,294,389.7533,423.2033
"43048",2014,"SP7000",77543874,1419,1891.663,1482.682
"43049",2014,"SP8000",4528649,32,3414.703,722.6562
"43050",2014,"SPE1C1",748596851,1852,767.4813,690.824
"43051",2014,"SPE2D0",3751196,34,9303.016,6626.298
"43052",2014,"SPE2D1",104209532,505,6284.051,4008.587
"43053",2014,"SPE2D2",0,13,0,10000
"43054",2014,"SPE2DE",106881.5,16,10000,7812.5
"43055",2014,"SPE2DH",15272515,543,2767.311,1617.269
"43056",2014,"SPE2DP",14957846,422,5425.527,9077.851
"43057",2014,"SPE2DS",9550947,433,2429.46,2806.191
"43058",2014,"SPE300",17606608,455,4194.646,5828.523
"43059",2014,"SPE302",1033332,59,6602.212,6437.805
"43060",2014,"SPE303",532313,37,10000,3440.467
"43061",2014,"SPE3S1",220304550,337,6564.783,2609.075
"43062",2014,"SPE3SE",19984288,1180,3807.299,2832.318
"43063",2014,"SPE4A0",5957254,436,2312.182,1953.96
"43064",2014,"SPE4A1",56158528,596,7911.909,2017.42
"43065",2014,"SPE4A2",9116793,295,5468.263,2808.733
"43066",2014,"SPE4A3",18695.38,1,10000,10000
"43067",2014,"SPE4A4",210363233,13554,1256.285,1075.8
"43068",2014,"SPE4A5",885475206,19564,3609.558,3505.414
"43069",2014,"SPE4A6",529896633,24811,890.1673,918.1575
"43070",2014,"SPE4A7",674016037,18606,5088.132,5877.726
"43071",2014,"SPE4A8",46805.73,1,10000,10000
"43072",2014,"SPE4AC",599485.3,42,2358.521,3004.535
"43073",2014,"SPE4AK",2765239,36,4842.308,3888.889
"43074",2014,"SPE4AL",1098710,81,2100.887,1702.484
"43075",2014,"SPE4AN",1322736,75,882.4969,688
"43076",2014,"SPE4AR",7240292,95,10000,10000
"43077",2014,"SPE4AX",10528154,196,7456.919,2991.462
"43078",2014,"SPE5B1",1618849,26,7297.237,2869.822
"43079",2014,"SPE5E0",3461785,325,2322.057,2598.343
"43080",2014,"SPE5E1",9698858,1004,2582.366,2677.021
"43081",2014,"SPE5E2",14747807,1668,5065.715,4882.224
"43082",2014,"SPE5E4",32287893,2740,3768.339,3627.199
"43083",2014,"SPE5E7",18792478,1543,3893.068,3996.822
"43084",2014,"SPE5E8",25206723,1941,3683.603,3567.649
"43085",2014,"SPE5E9",12445562,1230,4211.795,5205.275
"43086",2014,"SPE5EC",17118556,605,3981.484,3471.43
"43087",2014,"SPE5EJ",27774129,1791,4737.188,4360.3
"43088",2014,"SPE5EK",27347088,1675,5296.732,4748.963
"43089",2014,"SPE5EM",24494548,1573,4845.091,4740.384
"43090",2014,"SPE5EN",5682997,261,3475.153,2480.439
"43091",2014,"SPE5EY",14446891,954,2822.365,3817.03
"43092",2014,"SPE600",9362960910,17931,8974.677,6563.169
"43093",2014,"SPE601",40537420,3192,7562.143,9439.47
"43094",2014,"SPE7L0",57716650,4025,429.9781,412.5822
"43095",2014,"SPE7L1",49785477,2133,3860.067,3288.623
"43096",2014,"SPE7L2",29734076,1946,1504.755,1299.458
"43097",2014,"SPE7L3",205625517,8702,757.6236,852.4372
"43098",2014,"SPE7L4",136041725,3842,1790.266,2100.886
"43099",2014,"SPE7L5",64906311,3410,995.1273,968.7447
"43100",2014,"SPE7L6",140802.5,6,5626.069,2222.222
"43101",2014,"SPE7L7",44840854,1829,1189.462,1142.372
"43102",2014,"SPE7LA",3442903,186,1880.268,1776.506
"43103",2014,"SPE7LX",19461305,414,7206.519,1579.5
"43104",2014,"SPE7M0",115335899,8531,493.4859,453.6174
"43105",2014,"SPE7M1",441486249,18326,452.1061,556.0112
"43106",2014,"SPE7M2",53493818,2832,319.8242,333.0306
"43107",2014,"SPE7M3",139708939,7752,1667.687,1973.631
"43108",2014,"SPE7M4",70601337,4851,1616.317,1741.317
"43109",2014,"SPE7M5",183908288,8639,1137.847,1081.839
"43110",2014,"SPE7M7",5248659,265,2491.808,2517.48
"43111",2014,"SPE7M8",57423193,3423,1230.769,1563.767
"43112",2014,"SPE7M9",60063191,3818,624.0506,630.1984
"43113",2014,"SPE7MC",248162131,10513,2017.075,2151.931
"43114",2014,"SPE7MX",3277885,200,4873.503,1759
"43115",2014,"SPE8E0",1717552,48,2593.484,1206.597
"43116",2014,"SPE8E3",16339118,546,2179.792,1543.829
"43117",2014,"SPE8E5",41172971,1862,661.5478,522.0989
"43118",2014,"SPE8E6",26034137,842,2952.475,2650.769
"43119",2014,"SPE8E7",24120256,908,758.1783,600.0505
"43120",2014,"SPE8E8",34982738,1338,1215.624,761.1476
"43121",2014,"SPE8E9",627614.6,29,1375,1010.702
"43122",2014,"SPE8EB",48663221,1829,2597.954,2465.547
"43123",2014,"SPE8EC",167760409,397,9972.487,9800.138
"43124",2014,"SPE8ED",71151616,1581,2101.051,1624.729
"43125",2014,"SPE8EE",20464122,804,952.7053,961.5789
"43126",2014,"SPE8EF",30728225,986,1775.083,2921.263
"43127",2014,"SPE8EG",7646204,445,1125.339,1456.432
"43128",2014,"SPE8EH",56557342,1749,531.7401,461.4676
"43129",2014,"SPE8EJ",54044258,1211,6435.134,7526.677
"43130",2014,"SPE8EN",18177389,857,1157.975,1188.496
"43131",2014,"SPE8EQ",1991111,50,2152.183,1240
"43132",2014,"SPE8ES",13650961,826,976.6236,1150.883
"43133",2014,"SPE8EU",2342779,87,5184.35,5809.222
"43134",2014,"SPEFA1",5477383,459,6435.727,8077.568
"43135",2014,"SPEFA3",1897886,206,7381.279,8523.895
"43136",2014,"SPEFA5",5515221,505,7818.971,8318.283
"43137",2014,"SPEHA6",2808707,137,4107.198,5291.172
"43138",2014,"SPELW1",50578651,3381,10000,10000
"43139",2014,"SPETA6",7600613,411,1961.078,1385.677
"43140",2014,"SPEWA6",1180924,108,2621.055,1920.439
"43141",2014,"SPEYM1",-18263.05,7,10000,5510.204
"43142",2014,"SPM100",4295.48,1,10000,10000
"43143",2014,"SPM1C1",446000255,1126,1093.818,711.3787
"43144",2014,"SPM200",2507745750,141585,6978.222,5871.478
"43145",2014,"SPM2D0",25614794,403,4734.309,7460.732
"43146",2014,"SPM2D1",56722112,1443,4399.201,3470.598
"43147",2014,"SPM2DE",65301474,6024,8860.125,8822.938
"43148",2014,"SPM2DH",22170312,761,8955.367,8258.844
"43149",2014,"SPM2DP",18008781,107,9581.296,5641.541
"43150",2014,"SPM2DS",2227322,108,3768.218,3343.621
"43151",2014,"SPM2DV",28714895,2402,10000,10000
"43152",2014,"SPM2DX",1786817026,21144,9556.976,8633.204
"43153",2014,"SPM300",1760040230,47776,7548.194,4645.909
"43154",2014,"SPM302",12305580,36,9840.342,5246.914
"43155",2014,"SPM303",0,2,0,10000
"43156",2014,"SPM3S1",67067600,939,6704.435,9725.469
"43157",2014,"SPM3SE",0,10,0,2200
"43158",2014,"SPM400",4808925,517,7385.509,6329.74
"43159",2014,"SPM406",-1014.62,1,0,10000
"43160",2014,"SPM4A1",-945831.7,1943,2209.01,3564.716
"43161",2014,"SPM4A2",9493665,560,10000,9857.844
"43162",2014,"SPM4A5",16886579,898,9806.331,7634.957
"43163",2014,"SPM4A6",-1951419,1244,3778.903,623.5848
"43164",2014,"SPM4A7",-818782.4,989,6483.19,4638.434
"43165",2014,"SPM4A8",56487188,184,3233.449,2171.55
"43166",2014,"SPM4AG",4929.72,1,10000,10000
"43167",2014,"SPM4AK",6116.69,8,10000,5937.5
"43168",2014,"SPM4AL",5500,1,10000,10000
"43169",2014,"SPM4AN",5959.31,1,10000,10000
"43170",2014,"SPM4AR",129673.6,7,9259.949,7551.02
"43171",2014,"SPM4AX",-99004.83,17,7801.613,4186.851
"43172",2014,"SPM4M1",-250,1,0,10000
"43173",2014,"SPM500",3262223,9,5784.533,4814.815
"43174",2014,"SPM5A1",24573.63,32,10000,7187.5
"43175",2014,"SPM5A2",-6600,1,0,10000
"43176",2014,"SPM5A4",-28458.59,5,0,4400
"43177",2014,"SPM5A7",-72842,6,0,5000
"43178",2014,"SPM5A8",0,1,0,10000
"43179",2014,"SPM5A9",-8772,1,0,10000
"43180",2014,"SPM5AC",-11320,8,0,2812.5
"43181",2014,"SPM5AX",0,1,0,10000
"43182",2014,"SPM5AY",0,69,0,4022.264
"43183",2014,"SPM5AZ",-37150.73,5,0,5200
"43184",2014,"SPM5B1",0,1,0,10000
"43185",2014,"SPM5E0",571349,25,3973.516,2704
"43186",2014,"SPM5E1",48292512,1573,9696.725,4340.93
"43187",2014,"SPM5E2",1241712,92,4192.459,3979.206
"43188",2014,"SPM5E4",1849174,127,4372.258,3452.787
"43189",2014,"SPM5E7",1598111,128,4227.904,3935.547
"43190",2014,"SPM5E8",1164405,101,5514.992,3445.741
"43191",2014,"SPM5E9",2266464,139,5538.604,5378.086
"43192",2014,"SPM5EC",1870465,130,4352.551,3556.213
"43193",2014,"SPM5EJ",3054876,93,4248.77,6235.403
"43194",2014,"SPM5EK",5384925,151,3999.5,4959.87
"43195",2014,"SPM5EM",5486953,177,7366.01,6075.202
"43196",2014,"SPM5EN",-4163.45,28,10000,6352.041
"43197",2014,"SPM5EY",556879.7,47,10000,5799.004
"43198",2014,"SPM5L1",-27036.8,6,0,5555.556
"43199",2014,"SPM5L2",1878,3,10000,10000
"43200",2014,"SPM5L4",543020.2,21,10000,8231.293
"43201",2014,"SPM5L5",353453.4,26,9103.503,3964.497
"43202",2014,"SPM5M1",-5283.25,2,0,10000
"43203",2014,"SPM5M2",0,6,0,10000
"43204",2014,"SPM5M3",1039520,2,9999.615,5000
"43205",2014,"SPM5M4",0,1,0,10000
"43206",2014,"SPM5M5",232631.1,13,10000,3372.781
"43207",2014,"SPM700",2714180,331,6840.46,7900.53
"43208",2014,"SPM750",1526304,2,10000,10000
"43209",2014,"SPM760",0,2,0,5000
"43210",2014,"SPM7A1",-6006.08,2,0,5000
"43211",2014,"SPM7A2",0,1,0,10000
"43212",2014,"SPM7AX",11903.1,2,10000,5000
"43213",2014,"SPM7L0",2141011,148,705.7525,561.5413
"43214",2014,"SPM7L1",43910749,2841,1573.329,686.051
"43215",2014,"SPM7L2",13376095,526,913.2593,891.3675
"43216",2014,"SPM7L3",28729936,735,867.4336,653.598
"43217",2014,"SPM7L4",9818824,332,3145.688,719.9884
"43218",2014,"SPM7L5",9301358,37,6325.303,1263.696
"43219",2014,"SPM7L6",1842361,85,5956.005,5377.163
"43220",2014,"SPM7LA",30106751,312,5460.704,1520.998
"43221",2014,"SPM7LX",66396753,3364,3405.193,3546.458
"43222",2014,"SPM7M0",221933.2,16,1823.134,1171.875
"43223",2014,"SPM7M1",6157375,2934,2859.45,369.1576
"43224",2014,"SPM7M2",5107678,53,2820.134,993.236
"43225",2014,"SPM7M3",-89072.34,32,6075.727,3222.656
"43226",2014,"SPM7M4",2875488,36,4135.844,1651.235
"43227",2014,"SPM7M5",7461110,61,2414.894,1099.167
"43228",2014,"SPM7M6",1762393,37,3661.472,5544.193
"43229",2014,"SPM7M7",-111000,5,0,10000
"43230",2014,"SPM7M8",1450334,33,2577.851,798.8981
"43231",2014,"SPM7M9",863625.6,41,3629.235,933.9679
"43232",2014,"SPM7MB",1618467,40,2319.843,1700
"43233",2014,"SPM7MC",6420179,93,2255.948,1097.237
"43234",2014,"SPM7MX",14637092,1049,7467.933,4349.478
"43235",2014,"SPM8E0",0,1,0,10000
"43236",2014,"SPM8E1",1383326030,24961,3067.734,2017.144
"43237",2014,"SPM8E3",10318335,198,9974.418,9799.51
"43238",2014,"SPM8E5",992998.6,60,1301.201,1083.333
"43239",2014,"SPM8E6",1143711,8,7300.539,1875
"43240",2014,"SPM8E7",157442,10,5256.096,1400
"43241",2014,"SPM8E8",1047682,43,2060.326,1097.891
"43242",2014,"SPM8E9",1385593,18,5209.783,1851.852
"43243",2014,"SPM8EB",877310,27,4927.5,4732.51
"43244",2014,"SPM8EC",2200,6,10000,7222.222
"43245",2014,"SPM8ED",1895104,27,4801.597,4677.641
"43246",2014,"SPM8EE",267498.1,37,5401.829,1336.742
"43247",2014,"SPM8EF",634642.2,48,5333.589,3437.5
"43248",2014,"SPM8EG",19621641,1039,7014.951,9469.283
"43249",2014,"SPM8EH",17984746,94,8285.567,2980.987
"43250",2014,"SPM8EJ",70182953,112,5409.577,3292.411
"43251",2014,"SPM8EN",562612.3,10,5307.796,3200
"43252",2014,"SPM8ES",391862.5,42,1570.204,1428.571
"43253",2014,"SPMHA6",1007149,59,3496.521,2754.955
"43254",2014,"SPMLW1",7585072,556,9763.136,9786.502
"43255",2014,"SPMTA6",3375498,231,2320.802,1542.512
"43256",2014,"SPMWA6",858720.4,92,2484.283,2559.074
"43257",2014,"SPMYM1",32993647,1723,405.6934,374.3656
"43258",2014,"SPMYM2",55008202,3838,183.3773,287.8079
"43259",2014,"SPMYM3",8510951,762,386.2993,1124.131
"43260",2014,"SPMYM4",20560709,1088,644.6983,697.955
"43261",2014,"SPRAL1",34847579,132,2303.879,691.0009
"43262",2014,"SPRBL1",192639679,219,2351.519,1034.799
"43263",2014,"SPRDL1",216375651,538,2031.379,449.897
"43264",2014,"SPRHA1",90386721,349,4652.615,6593.624
"43265",2014,"SPRHA2",933936.9,6,8566.39,3333.333
"43266",2014,"SPRHA3",4319680,11,4375.622,1900.826
"43267",2014,"SPRHA4",50826140,101,3912.462,2857.563
"43268",2014,"SPRHA5",2693039,28,3398.241,1403.061
"43269",2014,"SPRMM1",345091487,4495,345.5011,367.1003
"43270",2014,"SPRPA1",961292515,2425,6305.988,4185.479
"43271",2014,"SPRRA1",168589897,323,3019.86,2200.251
"43272",2014,"SPRRA2",21916629,203,2240.884,1208.231
"43273",2014,"SPRTA1",453429991,997,3542.584,3731.586
"43274",2014,"SPRWA1",190530799,208,2694.448,2252.681
"43275",2014,"SS000",0,1,0,10000
"43276",2014,"SS001",196592659,1481,621.4669,388.6683
"43277",2014,"SS300",366085.2,24,7918.668,7708.333
"43278",2014,"SS40",17040384,338,1641.603,1226.848
"43279",2014,"SSC00",201154928,178,2506.536,621.1337
"43280",2014,"SSN05A",2346145,30,10000,2955.556
"43281",2014,"STAD00",313611158,680,1476.98,1064.403
"43282",2014,"STRI",5083638,154,1364.429,161.0727
"43283",2014,"SU000",847084.7,6,7258.909,3888.889
"43284",2014,"SU400",6342319,267,1184.799,535.7068
"43285",2014,"SUK12A",1180179,19,9984.877,1024.931
"43286",2014,"SV000",25081451,290,2140.893,1207.134
"43287",2014,"SW800",1913886,133,441.5048,270.7898
"43288",2014,"SZ230",2029704,120,1296.622,634.7222
"43289",2014,"SZ350",2405841,260,1453.533,943.1953
"43290",2014,"TALFL",7124666,493,953.8524,930.4708
"43291",2014,"TAX01",2442035,25,1449.951,688
"43292",2014,"TB000",792122.4,55,3312.413,1656.198
"43293",2014,"TC",3977832,31,2869.139,905.307
"43294",2014,"TC000",180021435,550,1860.179,757.8843
"43295",2014,"TC100",4364364,367,694.2065,515.1868
"43296",2014,"TC120",1872565,132,1568.81,1191.46
"43297",2014,"TD000",1612788,38,3572.806,1952.909
"43298",2014,"TD550",2291989,108,6617.632,4271.262
