"principalnaicscode","StartCY","def6_HHI_lag1","def6_obl_lag1Const","def6_ratio_lag1","US6_avg_sal_lag1Const","annual_action_obligation","annual_count","naics_action_obligation","naics_count","naics_dollar_rank","naics_count_rank","principalnaicscodeText","principalNAICS2DigitCode","principalNAICS3DigitCode","principalNAICS4DigitCode","NAICS_shorthand","NAICS_unabbreviated","CY"
"238290",2013,326.700933675184,80339218.1515977,0.00298670750255107,67914.1130493601,56520004.3044908,368,595149263.971332,3730,107,71.5,"Other Building Equipment Contractors",23,238,2382,"NA",NA,2012
"238290",2014,375.121228081358,88268197.3194624,0.00298670750255107,67914.1130493601,64851747.7419596,393,595149263.971332,3730,107,71.5,"Other Building Equipment Contractors",23,238,2382,"NA",NA,2013
"238290",2015,341.607146195842,75674424.1254698,0.00298670750255107,67914.1130493601,32042312.3707982,346,595149263.971332,3730,107,71.5,"Other Building Equipment Contractors",23,238,2382,"NA",NA,2014
"238310",2008,619.323202215249,5984761.69114049,0.000117993699591537,47693.2562620363,12364300.6105219,108,76878498.7429103,633,237,195,"Drywall and Insulation Contractors",23,238,2383,"NA",NA,2007
"238310",2009,2802.50756613808,14909577.8957117,0.000117993699591537,47693.2562620363,22482185.6791612,105,76878498.7429103,633,237,195,"Drywall and Insulation Contractors",23,238,2383,"NA",NA,2008
"238310",2010,2527.80864533693,24803980.6526078,0.000117993699591537,47693.2562620363,10627791.1555437,104,76878498.7429103,633,237,195,"Drywall and Insulation Contractors",23,238,2383,"NA",NA,2009
"238310",2011,2907.61087536065,12238303.5434303,0.000117993699591537,47693.2562620363,12320171.4808031,69,76878498.7429103,633,237,195,"Drywall and Insulation Contractors",23,238,2383,"NA",NA,2010
"238310",2012,1501.39433757964,15219916.545531,0.000117993699591537,47693.2562620363,8140977.98608759,76,76878498.7429103,633,237,195,"Drywall and Insulation Contractors",23,238,2383,"NA",NA,2011
"238310",2013,2395.03734507336,8016894.16268714,0.000269304060543087,44013.4614181303,3427276.16490521,49,76878498.7429103,633,237,195,"Drywall and Insulation Contractors",23,238,2383,"NA",NA,2012
"238310",2014,1108.93504036032,5712902.78351346,0.000269304060543087,44013.4614181303,5427322.32770023,68,76878498.7429103,633,237,195,"Drywall and Insulation Contractors",23,238,2383,"NA",NA,2013
"238310",2015,984.660400425792,6135196.54625294,0.000269304060543087,44013.4614181303,2088473.33818733,54,76878498.7429103,633,237,195,"Drywall and Insulation Contractors",23,238,2383,"NA",NA,2014
"238320",2008,212.799298083888,122682450.077229,0.00472195006764998,38603.2871154408,100308600.919539,1571,843613657.659718,8657,94,32,"Painting and Wall Covering Contractors",23,238,2383,"NA",NA,2007
"238320",2009,160.567215001334,112345036.41413,0.00472195006764998,38603.2871154408,152874614.408336,1567,843613657.659718,8657,94,32,"Painting and Wall Covering Contractors",23,238,2383,"NA",NA,2008
"238320",2010,381.197382217977,163660860.249479,0.00472195006764998,38603.2871154408,105998075.003149,1334,843613657.659718,8657,94,32,"Painting and Wall Covering Contractors",23,238,2383,"NA",NA,2009
"238320",2011,199.474045371369,121927052.837774,0.00472195006764998,38603.2871154408,98779450.7194806,1213,843613657.659718,8657,94,32,"Painting and Wall Covering Contractors",23,238,2383,"NA",NA,2010
"238320",2012,201.314372027282,108414127.482292,0.00472195006764998,38603.2871154408,191455748.095627,932,843613657.659718,8657,94,32,"Painting and Wall Covering Contractors",23,238,2383,"NA",NA,2011
"238320",2013,628.850806428485,204852198.057837,0.0100399478864632,37500.2392905055,63209070.5247136,554,843613657.659718,8657,94,32,"Painting and Wall Covering Contractors",23,238,2383,"NA",NA,2012
"238320",2014,379.147765204522,69876977.0751206,0.0100399478864632,37500.2392905055,71003676.7653957,800,843613657.659718,8657,94,32,"Painting and Wall Covering Contractors",23,238,2383,"NA",NA,2013
"238320",2015,272.820309144093,86749685.7881572,0.0100399478864632,37500.2392905055,59984421.2234762,686,843613657.659718,8657,94,32,"Painting and Wall Covering Contractors",23,238,2383,"NA",NA,2014
"238330",2008,243.220066760202,35198374.2846729,0.0019147756570611,47250.9227535261,31080363.6103929,756,211052605.097915,4041,158,68,"Flooring Contractors",23,238,2383,"NA",NA,2007
"238330",2009,257.561654988548,39454940.7632919,0.0019147756570611,47250.9227535261,39880171.4884227,728,211052605.097915,4041,158,68,"Flooring Contractors",23,238,2383,"NA",NA,2008
"238330",2010,344.053831305294,48363321.1321759,0.0019147756570611,47250.9227535261,33278860.1813647,616,211052605.097915,4041,158,68,"Flooring Contractors",23,238,2383,"NA",NA,2009
"238330",2011,288.87043531474,41684654.1478234,0.0019147756570611,47250.9227535261,30502625.9232069,537,211052605.097915,4041,158,68,"Flooring Contractors",23,238,2383,"NA",NA,2010
"238330",2012,282.163238264846,39429537.15409,0.0019147756570611,47250.9227535261,23167062.4632565,486,211052605.097915,4041,158,68,"Flooring Contractors",23,238,2383,"NA",NA,2011
"238330",2013,269.500503572085,30294133.1895571,0.00249557278059797,42714.8896136769,14797772.3694464,246,211052605.097915,4041,158,68,"Flooring Contractors",23,238,2383,"NA",NA,2012
"238330",2014,662.624748813122,17465340.6567376,0.00249557278059797,42714.8896136769,19688788.9963952,357,211052605.097915,4041,158,68,"Flooring Contractors",23,238,2383,"NA",NA,2013
"238330",2015,193.822076332608,25373797.4391301,0.00249557278059797,42714.8896136769,18656960.0654298,315,211052605.097915,4041,158,68,"Flooring Contractors",23,238,2383,"NA",NA,2014
"238340",2008,3884.90791635056,2149015.39271242,0.000181662561876179,42751.8443000859,5958618.31581359,40,15122575.9210066,129,382,393,"Tile and Terrazzo Contractors",23,238,2383,"NA",NA,2007
"238340",2009,6468.27918585363,7063337.45161346,0.000181662561876179,42751.8443000859,7140081.88772095,31,15122575.9210066,129,382,393,"Tile and Terrazzo Contractors",23,238,2383,"NA",NA,2008
"238340",2010,4816.4005529154,8484298.28493656,0.000181662561876179,42751.8443000859,219480.385337873,13,15122575.9210066,129,382,393,"Tile and Terrazzo Contractors",23,238,2383,"NA",NA,2009
"238340",2011,1536.54408213036,986064.656680217,0.000181662561876179,42751.8443000859,239376.176686366,11,15122575.9210066,129,382,393,"Tile and Terrazzo Contractors",23,238,2383,"NA",NA,2010
"238340",2012,1336.74641333779,390892.248500738,0.000181662561876179,42751.8443000859,393857.630552632,10,15122575.9210066,129,382,393,"Tile and Terrazzo Contractors",23,238,2383,"NA",NA,2011
"238340",2013,1528.85222088847,652812.346249137,0.00010102935897565,39970.5330625367,128005.528279654,4,15122575.9210066,129,382,393,"Tile and Terrazzo Contractors",23,238,2383,"NA",NA,2012
"238340",2014,1104.50139057281,425570.165135969,0.00010102935897565,39970.5330625367,452493.305076582,9,15122575.9210066,129,382,393,"Tile and Terrazzo Contractors",23,238,2383,"NA",NA,2013
"238340",2015,2700.35041128393,852592.852634811,0.00010102935897565,39970.5330625367,590662.691538974,11,15122575.9210066,129,382,393,"Tile and Terrazzo Contractors",23,238,2383,"NA",NA,2014
"238350",2008,562.982544780695,16334879.2169655,0.00053164963298205,42872.6651153203,21985855.8396814,507,96803708.924167,2026,211,107,"Finish Carpentry Contractors",23,238,2383,"NA",NA,2007
"238350",2009,541.096887493111,25274424.9720918,0.00053164963298205,42872.6651153203,17987534.5177216,394,96803708.924167,2026,211,107,"Finish Carpentry Contractors",23,238,2383,"NA",NA,2008
"238350",2010,546.521663739704,24086169.1759933,0.00053164963298205,42872.6651153203,16377034.5347378,288,96803708.924167,2026,211,107,"Finish Carpentry Contractors",23,238,2383,"NA",NA,2009
"238350",2011,701.033820477589,18615317.3894959,0.00053164963298205,42872.6651153203,12274151.1607815,244,96803708.924167,2026,211,107,"Finish Carpentry Contractors",23,238,2383,"NA",NA,2010
"238350",2012,672.855486244746,13680021.7557084,0.00053164963298205,42872.6651153203,11401573.093383,264,96803708.924167,2026,211,107,"Finish Carpentry Contractors",23,238,2383,"NA",NA,2011
"238350",2013,730.24543355391,8762830.04509024,0.000417181610422113,39457.5243419668,3637260.20262932,139,96803708.924167,2026,211,107,"Finish Carpentry Contractors",23,238,2383,"NA",NA,2012
"238350",2014,482.388404621278,4843484.11047271,0.000417181610422113,39457.5243419668,5384581.85552181,135,96803708.924167,2026,211,107,"Finish Carpentry Contractors",23,238,2383,"NA",NA,2013
"238350",2015,652.676703003848,5726053.61061434,0.000417181610422113,39457.5243419668,7755717.71971067,55,96803708.924167,2026,211,107,"Finish Carpentry Contractors",23,238,2383,"NA",NA,2014
"238390",2008,825.245823487664,74130007.4846129,0.00748387380936875,48001.8428055291,58528181.6040032,411,224768129.290422,2112,151,102,"Other Building Finishing Contractors",23,238,2383,"NA",NA,2007
"238390",2009,1043.74176126759,89216798.6978215,0.00748387380936875,48001.8428055291,30768661.8998187,422,224768129.290422,2112,151,102,"Other Building Finishing Contractors",23,238,2383,"NA",NA,2008
"238390",2010,413.944375199333,51356033.1602049,0.00748387380936875,48001.8428055291,41810213.8434003,370,224768129.290422,2112,151,102,"Other Building Finishing Contractors",23,238,2383,"NA",NA,2009
"238390",2011,353.884110791326,58489657.670806,0.00748387380936875,48001.8428055291,28598363.9183635,313,224768129.290422,2112,151,102,"Other Building Finishing Contractors",23,238,2383,"NA",NA,2010
"238390",2012,704.837634446725,44043745.8843659,0.00748387380936875,48001.8428055291,23488363.9509756,225,224768129.290422,2112,151,102,"Other Building Finishing Contractors",23,238,2383,"NA",NA,2011
"238390",2013,424.365461688401,22996352.3023332,0.00291132474386932,44538.6509484826,19122377.9037959,128,224768129.290422,2112,151,102,"Other Building Finishing Contractors",23,238,2383,"NA",NA,2012
"238390",2014,689.591117831094,23874571.2911642,0.00291132474386932,44538.6509484826,12144444.9271625,124,224768129.290422,2112,151,102,"Other Building Finishing Contractors",23,238,2383,"NA",NA,2013
"238390",2015,632.821043745075,27615649.2833071,0.00291132474386932,44538.6509484826,10307521.2429018,119,224768129.290422,2112,151,102,"Other Building Finishing Contractors",23,238,2383,"NA",NA,2014
"238910",2008,708.665092174496,216152559.405401,0.00221962516954293,50883.946147887,330701564.353924,654,1914602297.44939,4495,58,58,"Site Preparation Contractors",23,238,2389,"NA",NA,2007
"238910",2009,1336.09307872012,369452184.850281,0.00221962516954293,50883.946147887,436505266.025794,853,1914602297.44939,4495,58,58,"Site Preparation Contractors",23,238,2389,"NA",NA,2008
"238910",2010,730.812855981169,492554844.582606,0.00221962516954293,50883.946147887,321796379.023464,755,1914602297.44939,4495,58,58,"Site Preparation Contractors",23,238,2389,"NA",NA,2009
"238910",2011,637.710946231153,359060788.920818,0.00221962516954293,50883.946147887,266749967.847732,523,1914602297.44939,4495,58,58,"Site Preparation Contractors",23,238,2389,"NA",NA,2010
"238910",2012,1034.73805542824,305216222.69318,0.00221962516954293,50883.946147887,178722778.60574,643,1914602297.44939,4495,58,58,"Site Preparation Contractors",23,238,2389,"NA",NA,2011
"238910",2013,223.705980565062,205673490.316154,0.00286974731915057,49115.860424768,171926198.945518,314,1914602297.44939,4495,58,58,"Site Preparation Contractors",23,238,2389,"NA",NA,2012
"238910",2014,2107.32302620106,198493374.140955,0.00286974731915057,49115.860424768,138162671.550548,389,1914602297.44939,4495,58,58,"Site Preparation Contractors",23,238,2389,"NA",NA,2013
"238910",2015,994.499345071827,228369343.409591,0.00286974731915057,49115.860424768,70037471.0966709,364,1914602297.44939,4495,58,58,"Site Preparation Contractors",23,238,2389,"NA",NA,2014
"238990",2008,119.613001204652,836718268.69029,0.018323809434467,46825.0952860676,881276289.10186,3388,4899946713.8479,19714,29,10,"All Other Specialty Trade Contractors",23,238,2389,"NA",NA,2007
"238990",2009,711.338106917755,1336936260.67265,0.018323809434467,46825.0952860676,1060811712.97916,3827,4899946713.8479,19714,29,10,"All Other Specialty Trade Contractors",23,238,2389,"NA",NA,2008
"238990",2010,337.828446585779,1267640082.93026,0.018323809434467,46825.0952860676,785444234.143364,3043,4899946713.8479,19714,29,10,"All Other Specialty Trade Contractors",23,238,2389,"NA",NA,2009
"238990",2011,698.78891467335,1043323002.48745,0.018323809434467,46825.0952860676,730718600.83567,2477,4899946713.8479,19714,29,10,"All Other Specialty Trade Contractors",23,238,2389,"NA",NA,2010
"238990",2012,709.171520083785,1033401001.88017,0.018323809434467,46825.0952860676,491392884.186036,2103,4899946713.8479,19714,29,10,"All Other Specialty Trade Contractors",23,238,2389,"NA",NA,2011
"238990",2013,2409.79115591931,1077325230.48828,0.0275626538742954,44414.9331849245,294992484.003621,1521,4899946713.8479,19714,29,10,"All Other Specialty Trade Contractors",23,238,2389,"NA",NA,2012
"238990",2014,619.721226664903,418589475.633107,0.0275626538742954,44414.9331849245,343795790.633014,1687,4899946713.8479,19714,29,10,"All Other Specialty Trade Contractors",23,238,2389,"NA",NA,2013
"238990",2015,306.73658118782,461849315.884652,0.0275626538742954,44414.9331849245,311514717.965167,1668,4899946713.8479,19714,29,10,"All Other Specialty Trade Contractors",23,238,2389,"NA",NA,2014
"311212",2008,10000,4704.04180860573,1.42114284218665e-06,47166.2430866998,31173.7885696109,1,36040.6458757842,2,953,952,"Rice Milling",31,311,3112,"NA",NA,2007
"311212",2010,NA,-19065.0503007693,1.42114284218665e-06,47166.2430866998,4866.85730617335,1,36040.6458757842,2,953,952,"Rice Milling",31,311,3112,"NA",NA,2009
"311221",2011,NA,NA,NA,NA,1029.14204198084,1,1029.14204198084,1,1055,1023,"Wet Corn Milling",31,311,3112,"NA",NA,2010
"311223",2010,10000,4286.70765030762,1.27468540968087e-06,46926.274107606,47411.3379754729,1,47411.3379754729,1,940,1023,"Other Oilseed Processing",31,311,3112,"NA",NA,2009
"311225",2010,6547.49487415127,4354.83649270771,7.37546699759026e-08,56504.0651640902,256986.836832259,1,256986.836832259,1,791,1023,"Fats and Oils Refining and Blending",31,311,3112,"NA",NA,2009
"311411",2008,8950.55126645816,257693.966431253,2.05021656537679e-05,37967.215579801,240722.153006044,1,13590949.9760943,4,400,871.5,"Frozen Fruit, Juice, and Vegetable Manufacturing",31,311,3114,"NA",NA,2007
"311411",2009,7007.87726705576,318209.682105086,2.05021656537679e-05,37967.215579801,2620.54507337526,1,13590949.9760943,4,400,871.5,"Frozen Fruit, Juice, and Vegetable Manufacturing",31,311,3114,"NA",NA,2008
"311411",2010,10000,2871.2425151761,2.05021656537679e-05,37967.215579801,107771.113001834,1,13590949.9760943,4,400,871.5,"Frozen Fruit, Juice, and Vegetable Manufacturing",31,311,3114,"NA",NA,2009
"311411",2013,NA,NA,NA,NA,13239836.165013,1,13590949.9760943,4,400,871.5,"Frozen Fruit, Juice, and Vegetable Manufacturing",31,311,3114,"NA",NA,2012
"311412",2014,10000,11062.9280285783,0,40658.7090991463,37276.6592813794,1,55169.4926305752,2,921,952,"Frozen Specialty Food Manufacturing",31,311,3114,"NA",NA,2013
"311412",2015,5809.524500199,58133.8273809949,0,40658.7090991463,17892.8333491958,1,55169.4926305752,2,921,952,"Frozen Specialty Food Manufacturing",31,311,3114,"NA",NA,2014
"311512",2014,NA,NA,NA,NA,39255.7342723898,1,39255.7342723898,1,945,1023,"Creamery Butter Manufacturing",31,311,3115,"NA",NA,2013
"311513",2008,NA,NA,NA,NA,7077.72240483512,1,7077.72240483512,1,1030,1023,"Cheese Manufacturing",31,311,3115,"NA",NA,2007
"311612",2008,NA,NA,NA,NA,1206190.22373025,2,1247226.41132119,9,648,779,"Meat Processed from Carcasses",31,311,3116,"NA",NA,2007
"311612",2009,9094.30148262961,1340662.2238316,2.8218770994724e-07,39951.8639665887,16797.9833714404,3,1247226.41132119,9,648,779,"Meat Processed from Carcasses",31,311,3116,"NA",NA,2008
"311612",2010,5045.45397794566,314418.305377415,2.8218770994724e-07,39951.8639665887,24238.204219497,4,1247226.41132119,9,648,779,"Meat Processed from Carcasses",31,311,3116,"NA",NA,2009
"311613",2008,3775.38088007152,23759.0404340082,5.49716663235565e-06,46354.3275587504,7761.63715406638,1,7761.67791216705,2,1027,952,"Rendering and Meat Byproduct Processing",31,311,3116,"NA",NA,2007
"311613",2011,10000,-2195.99658549981,5.49716663235565e-06,46354.3275587504,0.0407581006725087,1,7761.67791216705,2,1027,952,"Rendering and Meat Byproduct Processing",31,311,3116,"NA",NA,2010
"311811",2011,NA,NA,NA,NA,254.738129203179,1,254.738129203179,1,1059,1023,"Retail Bakeries",31,311,3118,"NA",NA,2010
"311920",2009,4920.29997883715,17529.6104474325,5.89506902009394e-06,53945.3990549566,197.400419287212,1,197.400419287212,1,1061,1023,"Coffee and Tea Manufacturing",31,311,3119,"NA",NA,2008
"311991",2008,4412.83105460414,1030864.70093407,0.000106144614753689,36871.2255739627,12415.4384476726,1,239546.484165418,13,799,736,"Perishable Prepared Food Manufacturing",31,311,3119,"NA",NA,2007
"311991",2010,8854.00147435978,3009654.30534132,0.000106144614753689,36871.2255739627,4349.40760756599,1,239546.484165418,13,799,736,"Perishable Prepared Food Manufacturing",31,311,3119,"NA",NA,2009
"311991",2011,8477.87280485823,3784129.22600207,0.000106144614753689,36871.2255739627,0,1,239546.484165418,13,799,736,"Perishable Prepared Food Manufacturing",31,311,3119,"NA",NA,2010
"311991",2012,8728.08611966921,5234974.96081363,0.000106144614753689,36871.2255739627,9174,1,239546.484165418,13,799,736,"Perishable Prepared Food Manufacturing",31,311,3119,"NA",NA,2011
"311991",2013,1208.32893113058,251211.769485092,2.28006083827864e-05,37562.0080485548,107985.597517006,2,239546.484165418,13,799,736,"Perishable Prepared Food Manufacturing",31,311,3119,"NA",NA,2012
"311991",2014,1247.83214942217,2268616.53152217,2.28006083827864e-05,37562.0080485548,89867.3056545612,5,239546.484165418,13,799,736,"Perishable Prepared Food Manufacturing",31,311,3119,"NA",NA,2013
"311991",2015,1330.10891802242,2204214.19364809,2.28006083827864e-05,37562.0080485548,15754.7349386124,2,239546.484165418,13,799,736,"Perishable Prepared Food Manufacturing",31,311,3119,"NA",NA,2014
"311999",2008,2577.03719994375,60723939.3667977,0.00480800382652666,46233.960964532,2782.313646485,1,159249.162995051,16,840,698,"All Other Miscellaneous Food Manufacturing",31,311,3119,"NA",NA,2007
"311999",2009,6000.10319908864,214871954.081165,0.00480800382652666,46233.960964532,11329.4532321763,2,159249.162995051,16,840,698,"All Other Miscellaneous Food Manufacturing",31,311,3119,"NA",NA,2008
"311999",2010,3173.5926426251,38721883.3827074,0.00480800382652666,46233.960964532,28255.4174454668,3,159249.162995051,16,840,698,"All Other Miscellaneous Food Manufacturing",31,311,3119,"NA",NA,2009
"311999",2011,3078.95444146107,136858884.42343,0.00480800382652666,46233.960964532,34419.8491950275,4,159249.162995051,16,840,698,"All Other Miscellaneous Food Manufacturing",31,311,3119,"NA",NA,2010
"311999",2012,2592.33561070998,99236010.6674404,0.00480800382652666,46233.960964532,58500,4,159249.162995051,16,840,698,"All Other Miscellaneous Food Manufacturing",31,311,3119,"NA",NA,2011
"311999",2014,4865.52788645908,35202871.3261362,0.012867996243105,49880.103680726,23962.1294758958,2,159249.162995051,16,840,698,"All Other Miscellaneous Food Manufacturing",31,311,3119,"NA",NA,2013
"312111",2008,1014.76563309017,2111653.87044562,4.32995253009429e-05,55834.7797004055,6078.88877107412,1,51140.0419419609,4,933,871.5,"Soft Drink Manufacturing",31,312,3121,"NA",NA,2007
"312111",2009,1462.19906660948,2482508.61610485,4.32995253009429e-05,55834.7797004055,23290.607442348,2,51140.0419419609,4,933,871.5,"Soft Drink Manufacturing",31,312,3121,"NA",NA,2008
"312111",2010,1479.78420289915,2411272.16022676,4.32995253009429e-05,55834.7797004055,21770.5457285388,1,51140.0419419609,4,933,871.5,"Soft Drink Manufacturing",31,312,3121,"NA",NA,2009
"312112",2008,1485.97669655633,19002059.565427,0.0034973514971736,50760.413336627,1653315.36034837,31,14169862.8317802,186,394,339,"Bottled Water Manufacturing",31,312,3121,"NA",NA,2007
"312112",2009,7805.06935930334,30221412.5722484,0.0034973514971736,50760.413336627,1280214.54011274,47,14169862.8317802,186,394,339,"Bottled Water Manufacturing",31,312,3121,"NA",NA,2008
"312112",2010,9043.78557250838,108448101.492299,0.0034973514971736,50760.413336627,4878734.23717237,52,14169862.8317802,186,394,339,"Bottled Water Manufacturing",31,312,3121,"NA",NA,2009
"312112",2011,8830.12660774599,129813913.691603,0.0034973514971736,50760.413336627,5523200.65915834,28,14169862.8317802,186,394,339,"Bottled Water Manufacturing",31,312,3121,"NA",NA,2010
"312112",2012,6530.88017747538,75535480.7626505,0.0034973514971736,50760.413336627,661944.162232365,11,14169862.8317802,186,394,339,"Bottled Water Manufacturing",31,312,3121,"NA",NA,2011
"312112",2013,2200.18256617337,19031084.5231588,0.0030569858145273,53757.2550865375,40377.9685952636,7,14169862.8317802,186,394,339,"Bottled Water Manufacturing",31,312,3121,"NA",NA,2012
"312112",2014,1822.46091685367,6804919.55154018,0.0030569858145273,53757.2550865375,25966.6722201254,6,14169862.8317802,186,394,339,"Bottled Water Manufacturing",31,312,3121,"NA",NA,2013
"312112",2015,4800.75659104806,18744491.6707755,0.0030569858145273,53757.2550865375,106109.231940611,4,14169862.8317802,186,394,339,"Bottled Water Manufacturing",31,312,3121,"NA",NA,2014
"312113",2008,696.916885643156,4016702.48659478,0.00423949811682366,36607.8650653451,242390.056694691,8,725304.141461716,72,699,473.5,"Ice Manufacturing",31,312,3121,"NA",NA,2007
"312113",2009,5521.67189949948,21911344.7402825,0.00423949811682366,36607.8650653451,184159.147748303,5,725304.141461716,72,699,473.5,"Ice Manufacturing",31,312,3121,"NA",NA,2008
"312113",2010,2276.14548452938,7134504.55970769,0.00423949811682366,36607.8650653451,122016.843812243,24,725304.141461716,72,699,473.5,"Ice Manufacturing",31,312,3121,"NA",NA,2009
"312113",2011,775.452247382998,4473624.22521103,0.00423949811682366,36607.8650653451,64511.6528369065,13,725304.141461716,72,699,473.5,"Ice Manufacturing",31,312,3121,"NA",NA,2010
"312113",2012,1002.65968506371,5461802.22981115,0.00423949811682366,36607.8650653451,46200.0102,9,725304.141461716,72,699,473.5,"Ice Manufacturing",31,312,3121,"NA",NA,2011
"312113",2013,792.748868098201,5295100.16552002,0.00701255083066358,36519.7725518221,21750.0196386489,5,725304.141461716,72,699,473.5,"Ice Manufacturing",31,312,3121,"NA",NA,2012
"312113",2014,2124.0891334596,4255958.26510548,0.00701255083066358,36519.7725518221,14303.5353048839,3,725304.141461716,72,699,473.5,"Ice Manufacturing",31,312,3121,"NA",NA,2013
"312113",2015,1236.45388726516,4938044.78166985,0.00701255083066358,36519.7725518221,29972.8752260398,5,725304.141461716,72,699,473.5,"Ice Manufacturing",31,312,3121,"NA",NA,2014
"313111",2008,5139.2583463002,59224.331252349,9.93833114935099e-06,33819.9925005474,15242.2860778284,1,15242.2860778284,1,1000,1023,"Yarn Spinning Mills",31,313,3131,"NA",NA,2007
"313113",2008,4216.73245213052,48658.3836857321,0.000197106150497247,31819.712432429,4386.59739158096,2,4386.59739158096,2,1041,952,"Thread Mills",31,313,3131,"NA",NA,2007
"313210",2010,2761.64856786209,13517501.4745323,0.000372143596943823,38512.087207734,64502.5874038661,2,64502.5874038661,2,910,952,"Broadwoven Fabric Mills",31,313,3132,"NA",NA,2009
"313221",2009,842.012245158779,864120.689160953,0.00075298233550751,37488.7083050011,8759.74821802935,1,62808.4474759837,3,911,904.5,"Narrow Fabric Mills",31,313,3132,"NA",NA,2008
"313221",2010,806.67895906442,571563.282235568,0.00075298233550751,37488.7083050011,8685.0964456454,1,62808.4474759837,3,911,904.5,"Narrow Fabric Mills",31,313,3132,"NA",NA,2009
"313221",2011,684.334331412873,828736.12383142,0.00075298233550751,37488.7083050011,45363.6028123089,1,62808.4474759837,3,911,904.5,"Narrow Fabric Mills",31,313,3132,"NA",NA,2010
"313222",2009,3120.15451491165,50009.4104735536,0.0011540737293488,28370.0818067275,4457.54716981132,1,109605.212790048,14,872,723,"Schiffli Machine Embroidery",31,313,3132,"NA",NA,2008
"313222",2010,2257.32461770052,86187.8548040316,0.0011540737293488,28370.0818067275,82521.8249844107,10,109605.212790048,14,872,723,"Schiffli Machine Embroidery",31,313,3132,"NA",NA,2009
"313222",2011,5350.1308696816,124499.64141862,0.0011540737293488,28370.0818067275,22625.8406358264,3,109605.212790048,14,872,723,"Schiffli Machine Embroidery",31,313,3132,"NA",NA,2010
"313249",2008,9506.61680600797,12985054.2622872,0.0103136045838545,37769.589248968,24766.9110322864,9,296971.140305955,130,777,391,"Other Knit Fabric and Lace Mills",31,313,3132,"NA",NA,2007
"313249",2009,9710.8610510334,8260000.37628649,0.0103136045838545,37769.589248968,34292.2536883723,11,296971.140305955,130,777,391,"Other Knit Fabric and Lace Mills",31,313,3132,"NA",NA,2008
"313249",2010,2120.47114390133,117627.684935628,0.0103136045838545,37769.589248968,30268.9390783307,10,296971.140305955,130,777,391,"Other Knit Fabric and Lace Mills",31,313,3132,"NA",NA,2009
"313249",2011,2681.56221851522,132061.440910967,0.0103136045838545,37769.589248968,35238.5763195435,12,296971.140305955,130,777,391,"Other Knit Fabric and Lace Mills",31,313,3132,"NA",NA,2010
"313249",2012,4050.3984808457,203696.809835877,0.0103136045838545,37769.589248968,46416.983503535,15,296971.140305955,130,777,391,"Other Knit Fabric and Lace Mills",31,313,3132,"NA",NA,2011
"313249",2013,3023.0986872905,96218.3799338531,0.000112363298470706,38096.4044037157,62281.4736353267,21,296971.140305955,130,777,391,"Other Knit Fabric and Lace Mills",31,313,3132,"NA",NA,2012
"313249",2014,5385.81939498952,67949.096641657,0.000112363298470706,38096.4044037157,35074.3880023214,28,296971.140305955,130,777,391,"Other Knit Fabric and Lace Mills",31,313,3132,"NA",NA,2013
"313249",2015,7273.40151100892,40848.1157609435,0.000112363298470706,38096.4044037157,28631.615046239,24,296971.140305955,130,777,391,"Other Knit Fabric and Lace Mills",31,313,3132,"NA",NA,2014
"313310",2015,NA,NA,NA,NA,3019.3775578186,1,3019.3775578186,1,1047,1023,"Textile and Fabric Finishing Mills",31,313,3133,"NA",NA,2014
"313311",2009,2934.02700390153,1198363.02422838,0.000123370426396948,39260.5575891091,732441.339098532,1,46620990.4335339,27,275,637.5,"Broadwoven Fabric Finishing Mills",31,313,3133,"NA",NA,2008
"313311",2010,6322.32035201624,1068752.58342917,0.000123370426396948,39260.5575891091,100962.191124506,1,46620990.4335339,27,275,637.5,"Broadwoven Fabric Finishing Mills",31,313,3133,"NA",NA,2009
"313311",2011,5205.01336677381,2634530.00477266,0.000123370426396948,39260.5575891091,5866184.88465458,3,46620990.4335339,27,275,637.5,"Broadwoven Fabric Finishing Mills",31,313,3133,"NA",NA,2010
"313311",2012,9771.79813285901,4450413.32947373,0.000123370426396948,39260.5575891091,34911239.7363,10,46620990.4335339,27,275,637.5,"Broadwoven Fabric Finishing Mills",31,313,3133,"NA",NA,2011
"313311",2013,9924.14167123618,18109803.1928968,0.00493963326707432,40595.9974334975,1419795.51256874,7,46620990.4335339,27,275,637.5,"Broadwoven Fabric Finishing Mills",31,313,3133,"NA",NA,2012
"313311",2014,10000,14278066.4157295,0.00493963326707432,40595.9974334975,437368.65424553,3,46620990.4335339,27,275,637.5,"Broadwoven Fabric Finishing Mills",31,313,3133,"NA",NA,2013
"313311",2015,10000,9418772.77390689,0.00493963326707432,40595.9974334975,3152998.11554202,2,46620990.4335339,27,275,637.5,"Broadwoven Fabric Finishing Mills",31,313,3133,"NA",NA,2014
"313312",2008,6713.04506255113,28359618.6959671,0.00898561095705803,35409.9766769373,87868.0944756653,3,6748877.46064692,23,485,659,"Textile and Fabric Finishing (Except Broadwoven Fabric) Mills",31,313,3133,"NA",NA,2007
"313312",2009,6623.21581048082,35328486.2455978,0.00898561095705803,35409.9766769373,63542.9769392034,3,6748877.46064692,23,485,659,"Textile and Fabric Finishing (Except Broadwoven Fabric) Mills",31,313,3133,"NA",NA,2008
